Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,12-10-2012,5681.7,5725,5659.35,5676.05,-32,-.56,130076802,6475.3,19,3.14,1.43
CNX Nifty Junior,12-10-2012,11210.1,11315,11198.35,11210.2,1.75,.02,92174946,2031.69,20.24,2.2,1.45
CNX 100,12-10-2012,5577.85,5620.9,5563.8,5573.1,-26.7,-.48,222251748,8506.99,19.18,2.96,1.43
CNX 200,12-10-2012,2876.9,2899.85,2870.2,2874.6,-12.45,-.43,510143827,10504.98,18.85,2.75,1.44
S&P CNX 500,12-10-2012,4509.05,4544.7,4500.85,4506.15,-17.45,-.39,666839440,11784.54,19.25,2.58,1.45
NIFTY Midcap 50,12-10-2012,2287.25,2313.45,2283.5,2286.05,-1.3,-.06,200515525,1623.17,14.81,1.55,1.57
CNX Midcap,12-10-2012,7915.15,7991.8,7910.15,7921.5,5.65,.07,279003438,2163.42,19.49,1.83,1.6
CNX Smallcap,12-10-2012,3490.3,3523.9,3480.8,3483.55,-4.5,-.13,108692510,882.2,49.8,1.29,1.4
S&P CNX Nifty Dividend,12-10-2012,-,-,-,67.24,0,-,-,-,-,-,-
CNX Auto,12-10-2012,4326.35,4360.6,4308.25,4314.65,-23.2,-.53,21635924,578.64,21.8,4.22,1.98
CNX Bank,12-10-2012,11469.2,11527.15,11372.1,11388.45,-42.85,-.37,16212604,1393.78,14.51,2.29,1.31
CNX Energy,12-10-2012,7954.1,8019,7943.5,7958.55,-7.2,-.09,21435901,564.03,15.68,1.86,1.55
CNX Finance,12-10-2012,4711.65,4723.45,4663.4,4669.4,-29.65,-.63,33333151,1889.72,17.19,2.79,1.31
CNX FMCG,12-10-2012,14743.4,14782.45,14650.05,14710.5,16.3,.11,14539178,859.49,36.13,13.43,1.29
CNX IT,12-10-2012,6027.55,6175,5981.2,6106.15,-162.55,-2.59,18649718,2174.02,17.13,5.1,1.78
CNX Media,12-10-2012,1537.35,1570.8,1530.9,1546.35,10.15,.66,29238866,157.02,35.95,4.55,.94
CNX Metal,12-10-2012,2787.4,2819.3,2779.1,2787.55,-.05,0,19971283,564.64,12.26,1.26,1.59
CNX MNC,12-10-2012,5827.75,5873.1,5820.7,5841.85,14.95,.26,10671833,454.81,41.61,5.39,1.14
CNX Pharma,12-10-2012,5621.7,5640.75,5603.7,5622.2,23.6,.42,4343455,258.05,53.23,5.27,.8
CNX PSU Bank,12-10-2012,3366.7,3406.4,3339.4,3345,-17.85,-.53,11907902,667.98,7.47,1.25,2.31
CNX Realty,12-10-2012,251.35,255.2,248.3,249,-2.7,-1.07,106167843,616.05,25.9,1,.61
CNX Consumption,12-10-2012,2110.15,2126.25,2106.2,2109.8,-2.55,-.12,76882940,1778.78,24.14,3.83,1.39
CNX Commodities,12-10-2012,2499.3,2531.5,2491.1,2508.3,7.7,.31,77136594,1518.11,19.68,1.76,1.58
CNX Dividend Opportunities,12-10-2012,1642.7,1656.3,1637.4,1640.6,-2.2,-.13,48749370,1180.78,13.7,2.6,2.5
CNX Infrastructure,12-10-2012,2550.85,2569.2,2540.05,2546.9,-9.35,-.37,138879818,1360.1,19.62,2.17,1.11
CNX PSE,12-10-2012,2993.3,3016.95,2983.9,2987.35,-10.1,-.34,36643207,577.69,16.28,2.16,2.37
CNX Service Sector,12-10-2012,6678,6738.95,6655.1,6667.3,-72.65,-1.08,89361300,4455.41,16.52,2.75,1.46
S&P CNX Nifty Shariah,12-10-2012,-,-,-,1220.8,-10.41,-.85,38458420,3293.82,18.4,3.58,1.55
S&P CNX 500 Shariah,12-10-2012,-,-,-,1314.69,-7.17,-.54,141510123,4308.89,19.54,3.72,1.45
S&P ESG India,12-10-2012,-,-,-,3714.32,-12,-.32,-,-,-,-,-
