Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,27-07-2012,5124.3,5149.95,5077.5,5099.85,56.85,1.13,131948378,5828.12,16.68,2.89,1.58
CNX Nifty Junior,27-07-2012,9823.05,9968.55,9756.3,9783.8,-29.65,-.3,82805065,1452.02,14.81,2.11,1.51
CNX 100,27-07-2012,5009.55,5041.9,4966.8,4986.2,44.9,.91,214753443,7280.14,16.37,2.73,1.57
CNX 200,27-07-2012,2581.05,2600.6,2558.7,2568.2,18.8,.74,461782693,9225.94,16.28,2.53,1.58
S&P CNX 500,27-07-2012,4048.9,4080.35,4015.1,4028.25,24.65,.62,601534728,10148.97,16.53,2.38,1.6
NIFTY Midcap 50,27-07-2012,2017.65,2058.4,1995.75,2002.2,-12.55,-.62,143657265,1047.84,12.54,1.25,2.15
CNX Midcap,27-07-2012,7067.65,7179.75,7001.2,7023.75,-40.9,-.58,248418881,2035.94,14.63,1.62,1.92
CNX Smallcap,27-07-2012,3198.2,3234.65,3137.3,3142.9,-49.9,-1.56,107910485,710.46,20.19,1.29,1.71
S&P CNX Nifty Dividend,27-07-2012,-,-,-,54.88,0,-,-,-,-,-,-
CNX Auto,27-07-2012,3751.95,3766.75,3711.45,3735.15,34,.92,35270213,633.96,18.7,3.73,2.24
CNX Bank,27-07-2012,10256.25,10401.65,10102.75,10140.55,56.75,.56,36508487,2673.87,13.27,2.28,1.32
CNX Energy,27-07-2012,7356.8,7409.85,7284.45,7332.05,77.9,1.07,19543165,517.1,13.16,1.73,1.69
CNX Finance,27-07-2012,4197.3,4240.9,4146.4,4159.6,32.25,.78,35540158,2633.31,15.68,2.79,1.3
CNX FMCG,27-07-2012,12713.9,12761.75,12656.7,12724.65,168.75,1.34,19504937,763.46,31.25,11.63,1.49
CNX IT,27-07-2012,5562.4,5577.8,5497.95,5562,72.4,1.32,23821519,768.44,15.84,4.52,2.01
CNX Media,27-07-2012,1300.3,1307.6,1279.2,1283.65,-30.85,-2.35,25841630,333.71,39.5,3.71,1.27
CNX Metal,27-07-2012,2696.3,2739.45,2691.3,2708.2,56.3,2.12,26862259,641.45,11.93,1.29,1.6
CNX MNC,27-07-2012,5200.65,5242.5,5192.05,5200.3,45,.87,20287752,599.57,33.65,4.03,1.25
CNX Pharma,27-07-2012,5303.75,5316.35,5257.1,5287,13.15,.25,4275561,245.85,43.27,4.88,1.15
CNX PSU Bank,27-07-2012,3025.8,3055.05,2857.55,2868.4,-119.6,-4,29365422,1483.4,6.81,1.25,2.47
CNX Realty,27-07-2012,210.95,214.9,206.9,208.25,-1.85,-.88,58064532,362.02,20.38,.85,.67
CNX Consumption,27-07-2012,1911.1,1915.45,1897.65,1902.15,9.6,.51,69190239,1713.66,21.93,3.38,1.55
CNX Commodities,27-07-2012,2313.5,2341.3,2301.6,2313.3,30.6,1.34,63473223,1421.78,13.85,1.65,1.71
CNX Dividend Opportunities,27-07-2012,1496.4,1505.75,1477.15,1480.95,-3.2,-.22,75179227,1583.53,11.39,2.52,2.71
CNX Infrastructure,27-07-2012,2307.3,2333.45,2275.85,2289,10.5,.46,113778696,997.79,17.11,1.93,1.27
CNX PSE,27-07-2012,2844.35,2861.65,2809.8,2825.9,13.3,.47,21528792,393.73,11.36,2.08,2.56
CNX Service Sector,27-07-2012,6101.6,6140.4,6039.95,6059.05,54.9,.91,78143018,3745.46,15.3,2.67,1.5
S&P CNX Nifty Shariah,27-07-2012,-,-,-,1105.5,10.9,1,37508314,1879.03,16.68,3.22,1.76
S&P CNX 500 Shariah,27-07-2012,-,-,-,1189.96,8.57,.73,73467038,2628.97,17.77,3.4,1.62
S&P ESG India,27-07-2012,-,-,-,3303.04,19.56,.6,-,-,-,-,-
