Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,09/04/2015,8756.2,8785.5,8682.45,8778.3,63.9,0.73,158192905,8391.19,23.5,3.78,1.24
CNX Nifty Junior,09/04/2015,20304.35,20307.4,20069.35,20207.15,26.5,0.13,85147437,3195.03,23.7,3.06,1.04
CNX 100,09/04/2015,8802.8,8821.9,8726.95,8815,56,0.64,243340342,11586.22,23.53,3.65,1.21
CNX 200,09/04/2015,4562.95,4570.25,4522.9,4567.05,27.3,0.6,594466390,15311.16,24.24,3.5,1.23
CNX 500,09/04/2015,7229.9,7237.35,7171.1,7234,40.4,0.56,760077725,17385.91,25.21,3.33,1.22
NIFTY Midcap 50,09/04/2015,3503.4,3511.15,3468.45,3499.85,17.55,0.5,175833613,2222.76,14.96,1.58,2.11
CNX Midcap,09/04/2015,13570.05,13572.15,13440.65,13526.5,32.5,0.24,211745245,4158.68,22.24,2.52,1.46
CNX Smallcap,09/04/2015,6002.8,6019.25,5924.65,5976.15,10.35,0.17,258944521,1782.22,51.49,1.4,1.49
CNX Nifty Dividend,09/04/2015,-,-,-,0,0,-,-,-,-,-,-
CNX Auto,09/04/2015,8867.45,8873,8781.7,8848.15,9.4,0.11,36899799,1328.78,56.29,7.06,0.78
CNX Bank,09/04/2015,18523.35,18894.75,18401.45,18875.85,459.25,2.49,72684119,2674.77,19.71,2.96,0.95
CNX Energy,09/04/2015,8587.75,8700.05,8516.35,8688.25,119.3,1.39,24821621,986.68,12.67,1.63,2
CNX Finance,09/04/2015,7655.4,7748.5,7600.75,7741.65,138.2,1.82,84272159,3373.7,21.66,3.43,0.99
CNX FMCG,09/04/2015,21133.8,21173.1,20976,21118.95,44.85,0.21,10121269,621.16,49.21,14.02,1.28
CNX IT,09/04/2015,12296.75,12323.7,12171.15,12279.4,65.1,0.53,16386979,1614.52,22.18,6.88,1.17
CNX Media,09/04/2015,2191.6,2255.1,2189.5,2251.7,75.35,3.46,10953520,202.69,59.25,5.39,0.75
CNX Metal,09/04/2015,2444.45,2470.8,2428.8,2468.15,36.9,1.52,35059705,818.07,14.23,1.23,3.99
CNX MNC,09/04/2015,10149.55,10161.6,10076.5,10146.15,41.6,0.41,7622974,614.11,70.8,7.58,0.88
CNX Pharma,09/04/2015,13911.8,13911.8,13453.45,13545.9,-285.25,-2.06,9682300,1298.71,55.8,9.33,0.48
CNX PSU Bank,09/04/2015,3524.65,3611.5,3488.05,3604.7,98.2,2.8,58126988,1066.29,11.69,1.13,1.62
CNX Realty,09/04/2015,234.15,234.9,228.75,230.95,-1.9,-0.82,76324517,460.22,31.29,1.12,0.88
CNX Consumption,09/04/2015,3562.7,3565.2,3527.05,3550,-0.7,-0.02,42935911,2176.39,33.99,5.53,0.98
CNX Commodities,09/04/2015,2731.35,2739.35,2710.35,2737.4,18.4,0.68,63496448,2184.88,14.94,1.71,2.5
CNX Dividend Opportunities,09/04/2015,2094.85,2101.25,2080.2,2099.5,16.9,0.81,118331111,3088.37,13.99,2.18,2.94
CNX Infrastructure,09/04/2015,3383.35,3384.9,3330.9,3358.45,-14.75,-0.44,77392666,1347.55,21.41,2.36,1.06
CNX PSE,09/04/2015,3593.15,3602.75,3555.4,3583.5,13.6,0.38,50231078,1445.94,12.74,2.05,3.37
CNX Service Sector,09/04/2015,11171.65,11251.3,11080.4,11243.05,139.5,1.26,136786808,5703.23,20.6,3.6,1.09
CNX Nifty Shariah,09/04/2015,-,-,-,1919.24,5.8,0.3,31012570,2718.32,20.38,3.24,0.98
CNX 500 Shariah,09/04/2015,-,-,-,2237.21,4.1,0.18,98282605,5067.98,24.42,3.97,0.88
CNX Low Volatility,09/04/2015,-,-,-,7580.08,6.55,0.09,59346618,5482.86,26.44,4.83,1.22
CNX Alpha Index,09/04/2015,-,-,-,9407.87,-10.52,-0.11,63840007,2313.54,28.79,4.72,1.68
CNX High Beta,09/04/2015,-,-,-,1868.61,21.48,1.16,268978358,5106.13,15.05,0.97,1.39
CNX DEFTY,09/04/2015,-,-,-,4885.76,41.27,0.85,-,-,-,-,-
CNX 100 Equal Weight,09/04/2015,-,-,-,10952.94,54.22,0.5,243340342,11586.22,19.39,2.43,1.37
LIX 15,09/04/2015,3852.85,3885.75,3826.4,3881.25,48.4,1.26,75981490,2425.1,18.51,1.75,1.16
CPSE,09/04/2015,2474.95,2484.05,2444.5,2460.35,8.6,0.35,29394183,1058.32,13.46,2.48,3.87
NV 20,09/04/2015,-,-,-,3858.43,53.33,1.4,87364965,4360.83,16.86,2.81,1.74
LIX15 Midcap,09/04/2015,-,-,-,3152.96,23.71,0.76,94948952,1466.08,9.88,1.43,1.68
CNX Shariah25,09/04/2015,-,-,-,3363.6,-0.25,-0.01,27636449,2699.75,27.21,5.11,0.9
India VIX,09/04/2015,14.3475,14.8925,13.2875,14.42,0.07,0.49,-,-,-,-,-
NI15,09/04/2015,5305.15,5305.95,5256,5293.35,12.9,0.24,20282042,2738.5,27.73,9.2,1.15
NIFTY TR 1X Inverse,09/04/2015,404.3,407.7,402.95,403.25,-2.9,-0.71,-,-,-,-,-
NIFTY TR 2X Leverage,09/04/2015,4593.4,4623.45,4517,4616.5,65.8,1.45,-,-,-,-,-
NIFTY PR 1X Inverse,09/04/2015,433.45,437.1,432,432.35,-3.1,-0.71,-,-,-,-,-
NIFTY PR 2x Leverage,09/04/2015,3998.1,4024.25,3931.65,4018.2,57.25,1.45,-,-,-,-,-
NSE Quality 30,09/04/2015,-,-,-,2275.08,-0.83,-0.04,40589836,3478.26,34.98,8.48,1.27
GSEC10 NSE Index,09/04/2015,-,-,-,1390.64,1.71,0.12,-,-,-,-,-
GSECBM NSE Index,09/04/2015,-,-,-,1332.78,1.3,0.1,-,-,-,-,-
NSE GSECBM Clean Price Index,09/04/2015,-,-,-,943.42,0.73,0.08,-,-,-,-,-
