Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,29/04/2015,8274.8,8308.2,8219.2,8239.75,-45.85,-0.55,174958511,8571.95,22.29,3.57,1.4
CNX Nifty Junior,29/04/2015,19159.85,19197.95,19003.2,19163.85,43.6,0.23,63744753,2565.56,22.28,2.89,1.11
CNX 100,29/04/2015,8316.95,8347.45,8259.6,8287.4,-36.05,-0.43,238703264,11137.5,22.29,3.45,1.35
CNX 200,29/04/2015,4293.4,4310.1,4266.75,4281.75,-13,-0.3,467322956,13994.67,22.89,3.3,1.37
CNX 500,29/04/2015,6793.7,6823.1,6757.9,6781.7,-12.95,-0.19,593662671,15440.59,23.8,3.14,1.35
NIFTY Midcap 50,29/04/2015,3249.35,3275.6,3239.15,3254.5,7.95,0.24,133455796,1541.35,13.91,1.47,2.26
CNX Midcap,29/04/2015,12616.55,12682.5,12583.25,12646.6,69.3,0.55,173855198,3425.98,20.77,2.36,1.56
CNX Smallcap,29/04/2015,5448.9,5514.05,5427.3,5471.55,36.55,0.67,160584816,1191.51,47.86,1.3,1.44
CNX Nifty Dividend,29/04/2015,-,-,-,0.62,0,-,-,-,-,-,-
CNX Auto,29/04/2015,8335.3,8341.4,8254,8278.5,-36.9,-0.44,28440444,1279.4,52.67,6.59,0.84
CNX Bank,29/04/2015,18255.8,18431.9,18202.4,18302.65,56.4,0.31,60010265,2353.96,19.18,2.91,0.96
CNX Energy,29/04/2015,8367.75,8404.6,8279.25,8302.3,-78.55,-0.94,20545440,692.58,12.35,1.56,2.09
CNX Finance,29/04/2015,7434.95,7471.3,7376.15,7412.55,-23.1,-0.31,65444495,2845.3,20.74,3.32,1.03
CNX FMCG,29/04/2015,19979.7,19980.75,19694.15,19729.95,-323.35,-1.61,13513932,655.92,45.96,13.11,1.37
CNX IT,29/04/2015,11039,11150.55,10954,11094.4,41.45,0.38,21642220,1543.63,20.25,6.16,1.8
CNX Media,29/04/2015,2079.35,2104.5,2076.55,2086.35,-1.2,-0.06,6308771,97.52,53.39,5,0.81
CNX Metal,29/04/2015,2445.8,2460.6,2435.5,2443.25,-9.95,-0.41,33559463,772.59,14.11,1.22,4.03
CNX MNC,29/04/2015,9663.05,9713,9619.3,9646.45,-31.9,-0.33,14182074,879.24,67.01,7.14,0.97
CNX Pharma,29/04/2015,11988.45,12116.1,11981.9,12042.9,58.3,0.49,12027809,1292.03,51.86,8.67,0.52
CNX PSU Bank,29/04/2015,3515.45,3530.4,3485.5,3505.65,-11.7,-0.33,26836881,499.46,11.4,1.1,1.65
CNX Realty,29/04/2015,200.2,202.65,200.1,201.6,1.6,0.8,56537814,365.82,27.74,0.98,1.01
CNX Consumption,29/04/2015,3364.95,3370.3,3321.65,3328.7,-40.75,-1.21,55701457,2390.79,31.89,5.19,1.05
CNX Commodities,29/04/2015,2649.65,2663.65,2631.95,2637.95,-14.4,-0.54,61419098,1877.04,14.74,1.64,2.62
CNX Dividend Opportunities,29/04/2015,1998.25,2003.55,1985.1,1989.5,-11.45,-0.57,72374150,1693.97,14.2,2.19,3.11
CNX Infrastructure,29/04/2015,3207,3220.35,3169.3,3177.8,-33.4,-1.04,99590097,1581.88,20.26,2.23,1.12
CNX PSE,29/04/2015,3438.65,3448.85,3411.3,3427.95,-13.25,-0.39,32950411,777.87,12.13,1.96,3.52
CNX Service Sector,29/04/2015,10601.35,10664.2,10531.9,10584.1,-23.6,-0.22,125556349,5278.19,19.43,3.41,1.3
CNX Nifty Shariah,29/04/2015,-,-,-,1793.99,-13.4,-0.74,32946138,2444.64,19.09,3.02,1.36
CNX 500 Shariah,29/04/2015,-,-,-,2085.84,-4.39,-0.21,89622101,4573.14,22.91,3.71,1.14
CNX Low Volatility,29/04/2015,-,-,-,7061.1,-10.66,-0.15,68104988,5281.28,25.24,4.48,1.39
CNX Alpha Index,29/04/2015,-,-,-,8619.47,159.85,1.89,98445719,2365.38,51.06,5.25,1.81
CNX High Beta,29/04/2015,-,-,-,1730.43,2.51,0.15,227128386,4162.22,13.3,0.91,1.58
CNX DEFTY,29/04/2015,-,-,-,4517.35,-15.95,-0.35,-,-,-,-,-
CNX 100 Equal Weight,29/04/2015,-,-,-,10383.15,-8.68,-0.08,238703264,11137.5,18.63,2.31,1.47
LIX 15,29/04/2015,3779.55,3807.05,3765,3785.5,-0.15,0,63541750,2080.31,17.93,1.71,1.19
CPSE,29/04/2015,2339.45,2345.25,2322.9,2332.45,-8.4,-0.36,13578283,486.54,12.67,2.33,4.05
NV 20,29/04/2015,-,-,-,3672.97,4.25,0.12,74668128,3571.11,16.03,2.68,2.01
LIX15 Midcap,29/04/2015,-,-,-,2983.69,-19.62,-0.65,49595642,618.63,9.28,1.35,1.79
CNX Shariah25,29/04/2015,-,-,-,3116.82,-13.16,-0.42,21881561,2110.48,25.09,4.67,1.17
India VIX,29/04/2015,17.41,17.885,15.725,17.24,-0.18,-1.01,-,-,-,-,-
NI15,29/04/2015,4890.25,4904.8,4862.15,4875.95,-23.95,-0.49,22868325,2343.06,25.66,8.4,1.55
NIFTY TR 1X Inverse,29/04/2015,429.05,431.9,427.35,430.85,2.45,0.57,-,-,-,-,-
NIFTY TR 2X Leverage,29/04/2015,4081.05,4113.8,4026.6,4046.45,-46.15,-1.13,-,-,-,-,-
NIFTY PR 1X Inverse,29/04/2015,460.05,463.1,458.2,462,2.65,0.58,-,-,-,-,-
NIFTY PR 2x Leverage,29/04/2015,3551.75,3580.25,3504.35,3521.6,-40.2,-1.13,-,-,-,-,-
NSE Quality 30,29/04/2015,-,-,-,2093.33,-5.62,-0.27,50346839,3726.37,32.73,7.83,1.58
GSEC10 NSE Index,29/04/2015,-,-,-,1392.86,-4.12,-0.29,-,-,-,-,-
GSECBM NSE Index,29/04/2015,-,-,-,1335.01,-4.18,-0.31,-,-,-,-,-
NSE GSECBM Clean Price Index,29/04/2015,-,-,-,940.79,-3.21,-0.34,-,-,-,-,-
