Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,26-12-2012,5864.95,5917.3,5859.55,5905.6,49.85,.85,83871326,3447.53,18.68,3.13,1.4
CNX Nifty Junior,26-12-2012,12165.05,12257.5,12165.05,12228.4,65.2,.54,54116173,1279.02,17.62,2.28,1.29
CNX 100,26-12-2012,5801.1,5850.4,5798.4,5839.75,46.55,.8,137987499,4726.55,18.51,2.96,1.38
CNX 200,26-12-2012,2999.35,3025.1,2999.25,3019.9,24.2,.81,395548320,6497.04,18.41,2.77,1.39
S&P CNX 500,26-12-2012,4700.25,4739.75,4700.25,4731.6,36.6,.78,505056409,7466.88,18.37,2.61,1.4
NIFTY Midcap 50,26-12-2012,2328.15,2352.8,2328.15,2345.1,17.65,.76,133492652,1147.8,14.88,1.43,1.39
CNX Midcap,26-12-2012,8359.35,8442.25,8359.35,8422.85,64.3,.77,252225345,1868.46,17.44,1.85,1.51
CNX Smallcap,26-12-2012,3680.85,3711.35,3680.85,3704.1,26.7,.73,84472084,709.49,46.45,1.4,1.3
S&P CNX Nifty Dividend,26-12-2012,-,-,-,78.19,0,-,-,-,-,-,-
CNX Auto,26-12-2012,4767.3,4812.95,4763.25,4792.6,18.65,.39,17791106,506.67,22.92,4.41,1.52
CNX Bank,26-12-2012,12350.25,12519,12304.7,12479.45,161.75,1.31,10972152,1028.21,15.35,2.52,1.19
CNX Energy,26-12-2012,7755.9,7833.7,7755.9,7805.25,69.8,.9,20074140,465.94,12.19,1.77,1.61
CNX Finance,26-12-2012,5081.35,5143.9,5058.8,5129.8,60.2,1.19,18919928,1374.67,17.85,3,1.21
CNX FMCG,26-12-2012,15221.8,15325.6,15165.5,15305.05,82.7,.54,9554942,490.24,35.63,11.91,1.31
CNX IT,26-12-2012,6037.1,6048.25,6007.4,6023.6,-13.65,-.23,6552066,347.73,16.41,4.85,1.84
CNX Media,26-12-2012,1791.85,1794.45,1781.7,1788,.4,.02,12214429,140.54,43.06,5.21,.84
CNX Metal,26-12-2012,2885.6,2916.85,2885.6,2896.6,15.15,.53,21864740,527,12.35,1.24,1.81
CNX MNC,26-12-2012,5742.75,5766.1,5739.05,5743.55,.25,0,7966252,311.47,37.93,4.88,1.18
CNX Pharma,26-12-2012,6022.65,6088.25,6022.65,6061.1,50.25,.84,4410619,287.49,44.94,5.26,.77
CNX PSU Bank,26-12-2012,3573.2,3632.3,3562.75,3624.65,58.85,1.65,9121658,592.28,7.96,1.35,2.13
CNX Realty,26-12-2012,275.85,281.3,275.85,279.7,4.25,1.54,50834779,405.22,29.7,1.1,.49
CNX Consumption,26-12-2012,2333.2,2354.7,2333.2,2351.9,18.35,.79,36453736,1146.85,26.7,4.09,1.13
CNX Commodities,26-12-2012,2484.5,2504.55,2484.5,2497.1,17.35,.7,69971567,1160.75,14.69,1.66,1.71
CNX Dividend Opportunities,26-12-2012,1710.4,1722.05,1709.85,1719.7,11,.64,38523699,1083.7,12.11,2.32,2.46
CNX Infrastructure,26-12-2012,2546.4,2590.1,2545.1,2586.8,46.15,1.82,168299276,1019.98,19.6,2.09,1.13
CNX PSE,26-12-2012,2836.15,2845.7,2832.4,2842.05,12.75,.45,43605435,512.47,9.43,1.88,2.79
CNX Service Sector,26-12-2012,7066.9,7129,7039.85,7114.9,59.85,.85,46081632,1911.4,16.98,2.89,1.38
S&P CNX Nifty Shariah,26-12-2012,-,-,-,1224.88,4.13,.34,20489489,1141.12,18.3,3.46,1.58
S&P CNX 500 Shariah,26-12-2012,-,-,-,1325.89,5.26,.4,53960144,1887.52,19.1,3.63,1.51
S&P ESG India,26-12-2012,-,-,-,3840.89,22.16,.58,-,-,-,-,-
CNX Low Volatility,26-12-2012,-,-,-,4586,23.71,.52,44625312,1411.15,20.8,3.31,1.43
CNX Alpha Index,26-12-2012,-,-,-,4787.04,8.75,.18,32099299,1491.8,23.6,4.35,.79
CNX High Beta,26-12-2012,-,-,-,1677.36,16.23,.98,280093784,2499.86,21.02,1.06,1.21
