Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,06-03-2014,6344.75,6406.6,6339.7,6401.15,72.5,1.15,180731810,5844.96,18.02,3.03,1.46
CNX Nifty Junior,06-03-2014,12392.5,12527.3,12392.5,12500.3,145.3,1.18,102131728,2372.66,15.89,2.27,1.42
CNX 100,06-03-2014,6218.75,6278.55,6215.4,6273.85,71.35,1.15,282863538,8217.62,17.67,2.88,1.46
CNX 200,06-03-2014,3157.6,3188.6,3156.3,3186.2,37.1,1.18,495253600,10364.87,17.43,2.67,1.49
CNX 500,06-03-2014,4913.75,4961.95,4913.75,4959.1,58.25,1.19,656377306,12015.98,18.34,2.49,1.49
NIFTY Midcap 50,06-03-2014,2219.45,2257.85,2216.55,2254.1,43.3,1.96,199451832,2315.94,14.04,1.28,1.68
CNX Midcap,06-03-2014,8011.05,8114.9,8011.05,8097.35,111.8,1.4,215648033,3213.7,14.6,1.71,1.69
CNX Smallcap,06-03-2014,3355.9,3416.05,3355.9,3412.95,64.45,1.92,141309517,1116.78,45.35,.97,1.75
CNX Nifty Dividend,06-03-2014,-,-,-,93.01,0,-,-,-,-,-,-
CNX Auto,06-03-2014,5450.45,5496.25,5438.8,5478.95,44.3,.82,27668441,776.59,25.07,4.61,1.19
CNX Bank,06-03-2014,11147.6,11303.2,11117.25,11278.35,179.55,1.62,37215879,2076.41,12.54,1.96,1.61
CNX Energy,06-03-2014,7538.9,7700.4,7538.9,7686.75,163.25,2.17,37510092,729.39,11.65,1.59,2.11
CNX Finance,06-03-2014,4701.25,4767.35,4685,4758.95,77.35,1.65,40944614,2071.99,14.17,2.37,1.55
CNX FMCG,06-03-2014,17039.5,17102.65,16958.4,17084.45,45.55,.27,10742252,439.03,34.17,11.46,1.61
CNX IT,06-03-2014,10272.4,10300.25,10237.9,10254.6,17.35,.17,14322247,1178.69,23.36,7.06,.99
CNX Media,06-03-2014,1736.3,1755.75,1736.3,1752.35,20.25,1.17,6668368,107.08,31.9,3.78,1
CNX Metal,06-03-2014,2249.85,2298.3,2246.8,2294.95,49.6,2.21,40937500,756.98,12.01,1.17,2.12
CNX MNC,06-03-2014,5875.05,5919.8,5875.05,5896.7,30.95,.53,18725352,503.18,33.9,5.46,1.6
CNX Pharma,06-03-2014,8077.15,8119.6,8034.4,8046.1,-19.75,-.24,6498861,439.03,47.46,6.37,.64
CNX PSU Bank,06-03-2014,2282.15,2289.55,2259.35,2280.05,9.75,.43,30702901,930.53,7.32,.82,3.64
CNX Realty,06-03-2014,159.35,165.7,159.35,165.5,6.75,4.25,71587299,354.18,34.52,.78,1.15
CNX Consumption,06-03-2014,2456.55,2471.3,2456.55,2468.9,16.45,.67,51990612,1571.89,25.87,4.08,1.35
CNX Commodities,06-03-2014,2170.35,2224.1,2170.35,2221.9,54.85,2.53,93856925,1978.58,11.52,1.46,2.28
CNX Dividend Opportunities,06-03-2014,1555.35,1575.85,1555.35,1574.6,21.2,1.36,86136500,1670.02,10.41,1.84,3.5
CNX Infrastructure,06-03-2014,2329.8,2377.65,2328.1,2374.55,48.65,2.09,164942784,1810.26,16.57,1.83,1.53
CNX PSE,06-03-2014,2594.75,2660.95,2594.75,2656.6,64.4,2.48,55678200,786.73,9.03,1.59,3.54
CNX Service Sector,06-03-2014,7776.2,7841.5,7765.5,7834.8,86.65,1.12,109076786,4323.69,16.18,2.82,1.4
CNX Nifty Shariah,06-03-2014,-,-,-,1449.84,13.93,.97,26736555,1589.34,18.57,3.43,1.26
CNX 500 Shariah,06-03-2014,-,-,-,1552.48,13.92,.9,83115186,2981.07,19.76,3.68,1.2
CNX Low Volatility,06-03-2014,-,-,-,4797.58,40.56,.85,43785155,2093.59,19.45,3.1,1.49
CNX Alpha Index,06-03-2014,-,-,-,5349.65,20.22,.38,53779021,2256.16,23.21,4.29,.67
CNX High Beta,06-03-2014,-,-,-,1241.6,31.17,2.58,315482690,4375.34,13.96,.76,2.5
CNX DEFTY,06-03-2014,-,-,-,3616.84,71.66,2.02,-,-,-,-,-
CNX 100 Equal Weight,06-03-2014,-,-,-,7289.4,106.35,1.48,282863538,8217.62,14.36,2.01,1.78
LIX 15,06-03-2014,2513.35,2547,2509.4,2541.6,36.35,1.45,115469691,2511.65,12.9,1.38,1.58
CPSE,06-03-2014,-,-,-,1839.81,47.95,2.68,16152685,408.74,10.3,1.89,3.59
