Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,20-03-2014,6508.35,6523.65,6473.25,6483.1,-40.95,-.63,141984189,6280.76,18.26,3.07,1.44
CNX Nifty Junior,20-03-2014,12761.2,12794.8,12674,12688.05,-98.8,-.77,70251861,1796.75,16.19,2.31,1.4
CNX 100,20-03-2014,6382.8,6396.7,6347.85,6356.25,-41.55,-.65,212236050,8077.51,17.92,2.92,1.44
CNX 200,20-03-2014,3236.85,3244.1,3219.55,3223.75,-20.45,-.63,389245945,9547.25,17.64,2.71,1.47
CNX 500,20-03-2014,5032.85,5045,5008.5,5014.8,-29.4,-.58,508813911,10825.11,18.56,2.52,1.47
NIFTY Midcap 50,20-03-2014,2301.75,2310.4,2281.8,2283.8,-22.65,-.98,138895140,1424.48,14.28,1.3,1.66
CNX Midcap,20-03-2014,8152.05,8172.15,8103.25,8108.6,-61.3,-.75,178095601,2071.58,14.65,1.71,1.69
CNX Smallcap,20-03-2014,3439.15,3468.95,3429.95,3436.75,-8.45,-.25,101923298,951.91,45.71,.97,1.74
CNX Nifty Dividend,20-03-2014,-,-,-,94.42,0,-,-,-,-,-,-
CNX Auto,20-03-2014,5535.05,5551.25,5482.65,5493.65,-47.2,-.85,23833013,603.77,25.13,4.62,1.19
CNX Bank,20-03-2014,12160.65,12160.65,11989.95,12017.25,-169.3,-1.39,22772243,1584.34,13.37,2.09,1.51
CNX Energy,20-03-2014,8060.35,8080.55,8036.65,8049.2,-32.7,-.4,32537784,1156.32,12.29,1.67,2.01
CNX Finance,20-03-2014,5069.85,5069.85,4985.65,4995.6,-83.65,-1.65,34192381,1786.14,14.88,2.49,1.48
CNX FMCG,20-03-2014,17913.8,17935.15,17775.35,17888.4,-57.3,-.32,12594350,581.01,35.79,12,1.54
CNX IT,20-03-2014,9147.05,9387,9147.05,9313.5,154.55,1.69,31208125,1900.3,21.22,6.41,1.09
CNX Media,20-03-2014,1800.5,1819.95,1797.75,1802.4,3.65,.2,13666363,115.23,32.81,3.89,.97
CNX Metal,20-03-2014,2282.4,2297,2253.85,2259.8,-26.55,-1.16,31672449,586.86,11.75,1.15,2.16
CNX MNC,20-03-2014,6058.85,6092.05,6036.45,6049,-16.95,-.28,14749628,381.99,34.81,5.6,1.56
CNX Pharma,20-03-2014,7782.3,7874.65,7779,7820.95,13.1,.17,6642974,529.66,46.13,6.2,.66
CNX PSU Bank,20-03-2014,2445.25,2445.25,2393.2,2399.65,-54.65,-2.23,16137506,572.27,7.71,.86,3.45
CNX Realty,20-03-2014,176.25,176.65,171.85,172.15,-4.65,-2.63,57680701,241.58,35.91,.81,1.11
CNX Consumption,20-03-2014,2563.6,2572.35,2551.2,2557.2,-6.2,-.24,34265666,1317.89,26.96,4.22,1.3
CNX Commodities,20-03-2014,2258.45,2262.4,2240.65,2242.6,-22.55,-1,69559031,1841.92,11.63,1.47,2.26
CNX Dividend Opportunities,20-03-2014,1622.25,1622.25,1607.8,1612.35,-13.85,-.85,73205463,1662.74,10.65,1.89,3.42
CNX Infrastructure,20-03-2014,2497.45,2516.2,2469.3,2472.35,-42.3,-1.68,92396586,1114.39,17.4,1.91,1.46
CNX PSE,20-03-2014,2698.9,2699.05,2670.45,2680.85,-29.65,-1.09,55038613,903.89,9.08,1.6,3.51
CNX Service Sector,20-03-2014,7828.6,7859.5,7787.7,7798.6,-42.75,-.55,71181807,3760.09,16.14,2.81,1.41
CNX Nifty Shariah,20-03-2014,-,-,-,1473.22,4.77,.33,28125008,2323.95,18.87,3.48,1.24
CNX 500 Shariah,20-03-2014,-,-,-,1571.47,3.75,.24,74670734,3337.91,20.01,3.73,1.18
CNX Low Volatility,20-03-2014,-,-,-,4839.05,-22.06,-.45,51001029,3153.87,19.62,3.13,1.48
CNX Alpha Index,20-03-2014,-,-,-,5230.22,26.04,.5,50103543,2702.41,22.69,4.2,.68
CNX High Beta,20-03-2014,-,-,-,1274.76,-23.56,-1.81,215505911,2952.27,14.3,.78,2.44
CNX DEFTY,20-03-2014,-,-,-,3674.72,-25.28,-.68,-,-,-,-,-
CNX 100 Equal Weight,20-03-2014,-,-,-,7406.37,-84.42,-1.13,212236050,8077.51,14.62,2.04,1.75
LIX 15,20-03-2014,2630.65,2638.7,2602.75,2607.3,-32.35,-1.23,67317245,1851.51,13.35,1.42,1.54
CPSE,20-03-2014,1851.5,1851.5,1818.8,1834.1,-21.15,-1.14,18423446,492.28,10.2,1.88,3.61
