Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,14-03-2014,6447.25,6518.45,6432.7,6504.2,11.1,.17,177336088,7114.55,18.31,3.08,1.44
CNX Nifty Junior,14-03-2014,12478.85,12546.3,12407.45,12534.15,21.55,.17,79764789,1998.36,15.93,2.28,1.41
CNX 100,14-03-2014,6310.7,6374.05,6294.45,6362.3,10.85,.17,257100877,9112.91,17.92,2.93,1.44
CNX 200,14-03-2014,3200.6,3230.8,3191.95,3224.8,4.25,.13,443228549,10688.91,17.63,2.71,1.47
CNX 500,14-03-2014,4977.45,5019.65,4962.95,5011.55,4.35,.09,545213922,11477.08,18.53,2.52,1.47
NIFTY Midcap 50,14-03-2014,2241.95,2267.7,2226.9,2265.2,13.8,.61,141964686,1627.9,14.07,1.28,1.67
CNX Midcap,14-03-2014,8027.45,8062.45,7979.5,8054.1,-1.75,-.02,175057485,2353.57,14.51,1.7,1.7
CNX Smallcap,14-03-2014,3391.4,3400.2,3364.9,3394.15,-13.85,-.41,95565870,626.29,45.17,.96,1.76
CNX Nifty Dividend,14-03-2014,-,-,-,94.42,0,-,-,-,-,-,-
CNX Auto,14-03-2014,5475.35,5569.15,5468.8,5555.6,46.25,.84,20029597,667.69,25.42,4.67,1.17
CNX Bank,14-03-2014,11984.5,12090.05,11867.15,12055.85,-85.6,-.71,34689267,2162.38,13.41,2.1,1.51
CNX Energy,14-03-2014,7990.75,8074.3,7986,8050.45,21.5,.27,33289331,911.56,12.2,1.67,2.02
CNX Finance,14-03-2014,5003.2,5038.65,4960.4,5023.3,-40.5,-.8,44703487,2351.87,14.96,2.51,1.47
CNX FMCG,14-03-2014,17305.5,17448.95,17185.75,17416,63.95,.37,9441730,436.51,34.85,11.68,1.58
CNX IT,14-03-2014,9422.85,9509.4,9395.9,9439.05,-23.65,-.25,11456059,1252.11,21.5,6.5,1.08
CNX Media,14-03-2014,1773.25,1777.6,1754.15,1765.25,-11.45,-.64,5142870,79.98,32.14,3.81,.99
CNX Metal,14-03-2014,2202.9,2235.3,2194.25,2229.35,11.2,.5,28975122,571.06,11.65,1.14,2.19
CNX MNC,14-03-2014,5882.6,5908.85,5848.75,5901.25,-13.25,-.22,23169803,633,33.93,5.46,1.6
CNX Pharma,14-03-2014,7668.05,7778.8,7607.9,7767.2,76.95,1,16047207,889.82,45.82,6.15,.66
CNX PSU Bank,14-03-2014,2350.3,2391.15,2338.45,2386.15,11.8,.5,21924162,708.29,7.66,.86,3.47
CNX Realty,14-03-2014,174.95,179.1,171.8,178.55,1.75,.99,65633904,375.28,37.25,.84,1.07
CNX Consumption,14-03-2014,2516.55,2524.85,2501.85,2521.1,-1,-.04,36754322,1321.35,26.52,4.16,1.32
CNX Commodities,14-03-2014,2222.45,2243.15,2214.6,2237.8,4.9,.22,63003655,1646.8,11.56,1.47,2.27
CNX Dividend Opportunities,14-03-2014,1598.1,1610.05,1591.4,1607.75,5.45,.34,68741675,1490.78,10.63,1.88,3.43
CNX Infrastructure,14-03-2014,2463.7,2505.7,2437.05,2499.75,25.9,1.05,114907528,1414.13,17.42,1.92,1.45
CNX PSE,14-03-2014,2706.7,2736.45,2702.9,2718.8,2.95,.11,51117460,856.85,9.23,1.62,3.46
CNX Service Sector,14-03-2014,7838.4,7879.35,7795.5,7862.55,-42.5,-.54,96333733,4430.19,16.24,2.83,1.4
CNX Nifty Shariah,14-03-2014,-,-,-,1464.26,-2.12,-.14,24044221,1742.73,18.76,3.46,1.25
CNX 500 Shariah,14-03-2014,-,-,-,1557.4,-.75,-.05,77033719,2691.08,19.83,3.7,1.19
CNX Low Volatility,14-03-2014,-,-,-,4807.04,5.98,.12,50700051,2944.81,19.49,3.11,1.49
CNX Alpha Index,14-03-2014,-,-,-,5175.03,23.98,.47,48386131,2384.66,22.45,4.15,.69
CNX High Beta,14-03-2014,-,-,-,1279.57,5.5,.43,243520807,3668.36,14.29,.79,2.43
CNX DEFTY,14-03-2014,-,-,-,3663.54,-23.83,-.65,-,-,-,-,-
CNX 100 Equal Weight,14-03-2014,-,-,-,7384.66,19.58,.27,257100877,9112.91,14.54,2.03,1.76
LIX 15,14-03-2014,2545.7,2582.45,2539.25,2575.6,5.25,.2,84203653,2146.7,13.19,1.4,1.56
CPSE,14-03-2014,-,-,-,1874.35,-4.77,-.25,14476085,376.11,10.43,1.92,3.54
