Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,25-10-2013,6154,6174.75,6125.95,6144.9,-19.45,-.32,144531462,5582.82,17.73,2.92,1.5
CNX Nifty Junior,25-10-2013,12034.6,12066.15,11934.9,11956.45,-103.9,-.86,75422274,2032.4,14.22,2.17,1.48
CNX 100,25-10-2013,6032.7,6048.4,6002.95,6019.2,-24.1,-.4,219953736,7615.22,17.09,2.77,1.5
CNX 200,25-10-2013,3044.4,3051.45,3029.55,3037.1,-12.6,-.41,351635497,8493.15,16.94,2.57,1.52
CNX 500,25-10-2013,4705.35,4715.05,4684.2,4693.4,-19.6,-.42,453650743,9046.72,17.32,2.37,1.55
NIFTY Midcap 50,25-10-2013,2048.6,2056.55,2024.45,2027.35,-26.2,-1.28,103718998,1016,10.13,1.19,1.95
CNX Midcap,25-10-2013,7423.1,7450.45,7357.35,7366,-73.45,-.99,115987796,1404.72,13.45,1.61,1.78
CNX Smallcap,25-10-2013,3028.8,3042.65,3014.75,3018,-17.85,-.59,109443134,502.47,23.09,.82,2.09
CNX Nifty Dividend,25-10-2013,-,-,-,78.34,0,-,-,-,-,-,-
CNX Auto,25-10-2013,5073.7,5073.7,5025.55,5039.35,-55.4,-1.09,13961387,487.19,24.41,4.26,1.18
CNX Bank,25-10-2013,10880.85,10951.75,10797.6,10896.5,-5.95,-.05,30352369,1908.73,12.24,1.87,1.69
CNX Energy,25-10-2013,7873.25,7921.2,7839.85,7880.3,-12.45,-.16,19533210,496.76,10.37,1.62,2.07
CNX Finance,25-10-2013,4572.55,4589.55,4533.85,4571.5,-4.6,-.1,31359909,1817.13,14.17,2.28,1.62
CNX FMCG,25-10-2013,17942.65,17998.2,17593.45,17723.95,-165.45,-.92,17344105,756.07,37.85,11.79,1.53
CNX IT,25-10-2013,8670.4,8823.1,8647.95,8812.55,130.9,1.51,15123439,1306.13,22.3,6.2,1.17
CNX Media,25-10-2013,1722.15,1751.9,1720.35,1744.7,17.25,1,7963218,70.26,30.25,4.72,1.07
CNX Metal,25-10-2013,2250.75,2254.1,2218.6,2230.35,-29.55,-1.31,42846631,842.3,13.88,1.15,1.98
CNX MNC,25-10-2013,5939.1,5965.25,5904.55,5913.7,-51.65,-.87,23407256,624.23,36.4,5.48,1.64
CNX Pharma,25-10-2013,7520.6,7539.65,7424.4,7473.2,-69.7,-.92,6511795,409.3,46.12,5.85,.67
CNX PSU Bank,25-10-2013,2334.85,2353.45,2316.9,2330.25,-10.7,-.46,19862379,569.03,5.62,.76,3.92
CNX Realty,25-10-2013,174.2,174.3,169.2,170,-4.05,-2.33,38060974,209.46,27.54,.8,.87
CNX Consumption,25-10-2013,2567.8,2569.2,2543.3,2548.3,-26.25,-1.02,37084189,1474.14,27.54,4.25,1.23
CNX Commodities,25-10-2013,2206.6,2211.4,2188.75,2198.95,-16.3,-.74,69533318,1494.2,10.27,1.47,2.25
CNX Dividend Opportunities,25-10-2013,1560.25,1561.35,1548.7,1551.15,-11.75,-.75,52277570,1126.87,9.01,1.67,3.3
CNX Infrastructure,25-10-2013,2343.9,2345.3,2313.35,2317.05,-34.5,-1.47,81589908,955.46,15.65,1.76,1.55
CNX PSE,25-10-2013,2538.65,2548.05,2524.05,2532.45,-14,-.55,38849297,517.4,7.08,1.52,3.64
CNX Service Sector,25-10-2013,7389.35,7443.3,7371.2,7422.3,25.6,.35,76701713,3802.11,16.01,2.68,1.48
CNX Nifty Shariah,25-10-2013,-,-,-,1418.85,1.36,.1,22951451,1524.68,19.19,3.37,1.25
CNX 500 Shariah,25-10-2013,-,-,-,1473.68,.52,.04,75117426,2511.83,20.11,3.53,1.23
CNX Low Volatility,25-10-2013,-,-,-,4704.11,-25.7,-.54,42214652,2283.44,17.6,2.92,1.61
CNX Alpha Index,25-10-2013,-,-,-,4663.27,-17.89,-.38,39623272,2017.63,27.48,4.05,.65
CNX High Beta,25-10-2013,-,-,-,1201.14,-18.35,-1.5,210142262,3128.88,12.55,.69,2.48
CNX DEFTY,25-10-2013,-,-,-,3455.12,-23.03,-.66,-,-,-,-,-
CNX 100 Equal Weight,25-10-2013,-,-,-,6910.34,-70.63,-1.01,219953736,7615.22,11.54,1.8,1.89
LIX 15,25-10-2013,2484.25,2485.85,2452.15,2456.85,-39.55,-1.58,68021535,1821.28,11.92,1.34,1.64
