Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,20-06-2013,5754.15,5755,5645.65,5655.9,-166.35,-2.86,198400131,7148,17.17,2.99,1.47
CNX Nifty Junior,20-06-2013,11866.65,11866.65,11654.85,11666.65,-313.55,-2.62,84946716,1915.3,16.87,2.19,1.37
CNX 100,20-06-2013,5686.05,5686.05,5581.6,5589.15,-162.2,-2.82,283346847,9063.3,17.13,2.83,1.45
CNX 200,20-06-2013,2901.65,2901.65,2849,2852.7,-81.5,-2.78,464999766,10172.27,16.93,2.62,1.47
CNX 500,20-06-2013,4504.65,4504.65,4424.45,4429.65,-123.05,-2.7,522559010,10586.03,17.18,2.44,1.49
NIFTY Midcap 50,20-06-2013,1954.1,1954.1,1918.85,1921.95,-54.45,-2.76,165398938,1413.76,12.42,1.18,1.76
CNX Midcap,20-06-2013,7544.85,7544.85,7422.85,7429.4,-185.1,-2.43,175017791,1852.25,16.35,1.66,1.6
CNX Smallcap,20-06-2013,3016.15,3016.15,2968.85,2972.85,-70,-2.3,90371242,370.9,30.43,1.06,1.66
CNX Nifty Dividend,20-06-2013,-,-,-,37.3,0,-,-,-,-,-,-
CNX Auto,20-06-2013,4532.5,4557.2,4486.75,4512.7,-78.35,-1.71,33332340,854.32,23.14,4.21,1.58
CNX Bank,20-06-2013,11677.35,11677.35,11347.55,11375.4,-477.25,-4.03,23903329,1993.26,13.34,2.33,1.29
CNX Energy,20-06-2013,7639.8,7639.8,7473.15,7487.75,-252.4,-3.26,29918802,753.82,11.12,1.69,1.72
CNX Finance,20-06-2013,4848.25,4848.25,4721,4736.6,-182.3,-3.71,38088390,2333.32,15.44,2.8,1.29
CNX FMCG,20-06-2013,16963.4,16963.7,16638.8,16747.2,-314,-1.84,21067998,986.55,36.33,12.96,1.2
CNX IT,20-06-2013,6408.7,6433.1,6259.5,6290.15,-144.95,-2.25,9974571,733.32,16.56,5.09,1.81
CNX Media,20-06-2013,1651.7,1651.7,1627.35,1637.85,-25.6,-1.54,8142251,96.74,36.97,5,.94
CNX Metal,20-06-2013,2030.35,2030.35,1963.65,1967,-93.85,-4.55,37565996,689.55,9.49,.89,2.81
CNX MNC,20-06-2013,5708.7,5708.7,5662.4,5689.45,-43.8,-.76,15937929,525.66,30.62,5.68,1.45
CNX Pharma,20-06-2013,6582.3,6654.2,6538.3,6617.1,-30.4,-.46,7840508,496.36,41.58,5.73,.72
CNX PSU Bank,20-06-2013,2909.4,2909.4,2839.2,2844.95,-119.5,-4.03,15655393,868.09,6.64,1.08,2.68
CNX Realty,20-06-2013,200.55,200.8,193.1,193.65,-10.95,-5.35,66430760,503.69,27.09,.82,.68
CNX Consumption,20-06-2013,2380.6,2380.6,2355.8,2358.15,-46.5,-1.93,74567573,2258.69,26.32,4.08,1.11
CNX Commodities,20-06-2013,2132.55,2132.6,2086.7,2090.5,-67.75,-3.14,94038699,1825.91,11.97,1.39,2.11
CNX Dividend Opportunities,20-06-2013,1636.9,1636.9,1602.7,1605.65,-45.65,-2.76,63309550,1617.61,10.81,2.06,2.7
CNX Infrastructure,20-06-2013,2280.95,2280.95,2231.7,2235.8,-75.2,-3.25,127440849,1516.97,14.86,1.79,1.38
CNX PSE,20-06-2013,2659.55,2659.55,2604.55,2608.45,-75.15,-2.8,39788768,637.98,8.86,1.7,3.05
CNX Service Sector,20-06-2013,6927.75,6927.75,6760.3,6775.3,-235.2,-3.35,103980596,4035.08,15.29,2.72,1.45
CNX Nifty Shariah,20-06-2013,-,-,-,1231.53,-29.07,-2.31,41055289,2047.32,16.14,2.71,1.42
CNX 500 Shariah,20-06-2013,-,-,-,1310.37,-27.73,-2.07,93933545,3236.48,17.86,2.85,1.45
S&P ESG India,20-06-2013,-,-,-,3435.33,-106.32,-3,-,-,-,-,-
CNX Low Volatility,20-06-2013,-,-,-,4582.07,-76.37,-1.64,61034923,3518.24,19.88,3.92,1.49
CNX Alpha Index,20-06-2013,-,-,-,4484.29,-80.56,-1.76,38439687,1788.96,24.46,4.28,.55
CNX High Beta,20-06-2013,-,-,-,1209.25,-64.36,-5.05,282588528,3540.15,20.03,.68,1.59
CNX DEFTY,20-06-2013,-,-,-,3282.7,-151.5,-4.41,-,-,-,-,-
CNX 100 Equal Weight,20-06-2013,-,-,-,6623.19,-193.93,-2.84,283346847,9063.3,15.36,1.96,1.59
