Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,13-06-2013,5709.35,5729.85,5683.1,5699.1,-61.1,-1.06,142041404,5462.45,17.2,3.01,1.45
CNX Nifty Junior,13-06-2013,11606.05,11686.8,11508.3,11534.3,-184.3,-1.57,80529519,1846.53,18.09,2.16,1.39
CNX 100,13-06-2013,5629.4,5652.3,5605.3,5615.6,-64.65,-1.14,222570923,7308.97,17.33,2.84,1.44
CNX 200,13-06-2013,2873.75,2884.1,2859.95,2863.85,-35.45,-1.22,436841550,8722.01,17.11,2.63,1.46
CNX 500,13-06-2013,4464.05,4478.05,4441.75,4447.4,-54.8,-1.22,504585345,9602.01,17.32,2.45,1.48
NIFTY Midcap 50,13-06-2013,1927.95,1936.05,1899.8,1904.4,-45.85,-2.35,189287275,1558.65,12.27,1.16,1.79
CNX Midcap,13-06-2013,7473.25,7481.7,7371.35,7386.85,-143.8,-1.91,197775431,1967.5,17.57,1.65,1.62
CNX Smallcap,13-06-2013,2986.15,2988.1,2957.75,2960.6,-52.85,-1.75,98619428,774.67,26.49,1.05,1.66
CNX Nifty Dividend,13-06-2013,-,-,-,36.91,0,-,-,-,-,-,-
CNX Auto,13-06-2013,4504.9,4504.9,4399.1,4419.35,-116.1,-2.56,52084217,823.93,22.69,4.12,1.62
CNX Bank,13-06-2013,11693.9,11793.3,11656.9,11686.75,-128.1,-1.08,15788039,1407.23,13.71,2.39,1.26
CNX Energy,13-06-2013,7533.1,7581.45,7512.1,7551.9,-47.5,-.63,20214769,480.13,11.02,1.7,1.7
CNX Finance,13-06-2013,4793.3,4829.9,4784.6,4795.7,-54.2,-1.12,31612297,1961.95,15.67,2.84,1.27
CNX FMCG,13-06-2013,16948.7,16994,16783.7,16872.2,-194.7,-1.14,16223785,827.97,36.6,13.06,1.19
CNX IT,13-06-2013,6427.6,6427.6,6316.35,6334.6,-104,-1.62,7313850,567.36,16.66,5.14,1.8
CNX Media,13-06-2013,1608.2,1635.2,1577.45,1594.35,-29.75,-1.83,12415610,220,36.84,4.86,.95
CNX Metal,13-06-2013,1973.05,2004.55,1965.85,1971.2,-20.7,-1.04,36842528,663.52,9.47,.89,2.8
CNX MNC,13-06-2013,5662.8,5677.6,5638.6,5644.45,-49.65,-.87,10446283,316.92,30.46,5.66,1.47
CNX Pharma,13-06-2013,6637.1,6700.5,6586.85,6607.3,-124.2,-1.85,7432342,573.32,41.33,5.72,.72
CNX PSU Bank,13-06-2013,2931.65,2972.4,2922.15,2940,-31.6,-1.06,11432997,677.06,6.87,1.11,2.59
CNX Realty,13-06-2013,200.8,202.5,197.6,198.15,-4.65,-2.29,55778492,298,26.97,.84,.67
CNX Consumption,13-06-2013,2311.85,2325.95,2303.8,2309.95,-20.3,-.87,62514328,2042.6,25.79,4,1.13
CNX Commodities,13-06-2013,2100.6,2111.05,2096.45,2099.8,-21.9,-1.03,87433256,1451.45,12.66,1.4,2.1
CNX Dividend Opportunities,13-06-2013,1633.85,1637.75,1621.2,1623.75,-25.4,-1.54,49101195,1200.96,11.46,2.08,2.67
CNX Infrastructure,13-06-2013,2225,2254.85,2221.2,2236.55,-11.25,-.5,97554554,1061.15,14.85,1.79,1.38
CNX PSE,13-06-2013,2692.2,2701.85,2658.75,2666.05,-47.2,-1.74,37179740,559.34,9.48,1.74,2.99
CNX Service Sector,13-06-2013,6877.4,6918,6856.7,6864.65,-76.5,-1.1,72364645,3105.18,15.51,2.75,1.43
CNX Nifty Shariah,13-06-2013,-,-,-,1227.28,-7.77,-.63,28344784,1476.17,16.08,2.7,1.43
CNX 500 Shariah,13-06-2013,-,-,-,1308.87,-12.32,-.93,111733038,3242.28,17.68,2.85,1.46
S&P ESG India,13-06-2013,-,-,-,3446.56,-53.81,-1.54,-,-,-,-,-
CNX Low Volatility,13-06-2013,-,-,-,4583.45,-66.7,-1.43,45620372,2816.82,19.8,3.92,1.49
CNX Alpha Index,13-06-2013,-,-,-,4436.51,-60.15,-1.34,49291866,2395.84,24.23,4.23,.56
CNX High Beta,13-06-2013,-,-,-,1220.52,-24.74,-1.99,244959012,2665.54,20.51,.69,1.57
CNX DEFTY,13-06-2013,-,-,-,3380.59,-44.46,-1.3,-,-,-,-,-
CNX 100 Equal Weight,13-06-2013,-,-,-,6620.55,-95.19,-1.42,222570923,7308.97,16.1,1.96,1.59
