Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,16-05-2013,6128.25,6187.3,6128.25,6169.9,23.15,.38,158635506,6733.31,18.33,3.25,1.35
CNX Nifty Junior,16-05-2013,12541.45,12689.15,12541.45,12642.95,88.15,.7,93473192,2464.27,19.39,2.37,1.27
CNX 100,16-05-2013,6048.55,6108.25,6048.55,6090.85,25.8,.43,252108698,9197.57,18.48,3.08,1.33
CNX 200,16-05-2013,3090.75,3120.85,3090.75,3111.15,12.9,.42,501419891,11138.48,18.17,2.85,1.35
CNX 500,16-05-2013,4799.8,4844.9,4799.8,4830.25,19.3,.4,596788586,11929.27,18.1,2.66,1.37
NIFTY Midcap 50,16-05-2013,2147.15,2174.45,2147.15,2155.7,4.7,.22,212599175,1853.9,12.76,1.31,1.58
CNX Midcap,16-05-2013,8094.55,8193.65,8094.55,8142,48.35,.6,243694884,2907.86,17.81,1.82,1.47
CNX Smallcap,16-05-2013,3345.35,3371.6,3342.9,3358.35,12.35,.37,122719195,756.48,25.47,1.19,1.48
CNX Nifty Dividend,16-05-2013,-,-,-,4.77,0,-,-,-,-,-,-
CNX Auto,16-05-2013,4774.8,4815.1,4756.35,4765.1,-23.2,-.48,21508920,808.71,22.59,4.42,1.51
CNX Bank,16-05-2013,13022.25,13281.8,13022.25,13239.45,161.55,1.24,21488886,1902.89,15.27,2.71,1.11
CNX Energy,16-05-2013,8064.35,8243.15,8064.35,8193.15,102.5,1.27,35499069,875.75,11.77,1.85,1.57
CNX Finance,16-05-2013,5348.2,5431.65,5348.2,5417.6,50.9,.95,43218532,2567.22,17.46,3.2,1.13
CNX FMCG,16-05-2013,17316.05,17424.35,17079.6,17233.1,-147.2,-.85,17493641,999.99,38.49,13.33,1.16
CNX IT,16-05-2013,6347.55,6347.55,6264.85,6292.15,-67.55,-1.06,8120999,569.87,16.49,5.1,1.81
CNX Media,16-05-2013,1812.3,1821.05,1792.6,1798.2,-14.25,-.79,12695184,151.27,43,5.47,.85
CNX Metal,16-05-2013,2219.05,2251.95,2219.05,2236.3,5.95,.27,29124902,556.1,9.68,1.03,2.44
CNX MNC,16-05-2013,5886.9,5925.85,5886.9,5901.9,-4.4,-.07,18530691,503.63,29.19,5.88,1.41
CNX Pharma,16-05-2013,6816.8,6926.45,6816.8,6912.35,85.05,1.25,9000830,646.97,41.37,5.99,.69
CNX PSU Bank,16-05-2013,3412.7,3489.45,3411.85,3443.5,21.2,.62,18522239,975.29,7.74,1.31,2.21
CNX Realty,16-05-2013,250.65,257.25,249.75,253.9,4.6,1.85,110744358,687.22,25.59,1.05,.53
CNX Consumption,16-05-2013,2472.1,2492.1,2470.6,2474.5,-2.6,-.1,50567342,2285.25,26.88,4.3,1.07
CNX Commodities,16-05-2013,2306.45,2339.25,2306.45,2329.1,18.9,.82,78335067,1827.79,13.64,1.55,1.89
CNX Dividend Opportunities,16-05-2013,1738.3,1754,1738.3,1740.2,.45,.03,82322548,2202.76,12.24,2.24,2.49
CNX Infrastructure,16-05-2013,2493.6,2525,2490.55,2511.6,14.85,.59,138466398,1643.25,16.51,1.99,1.23
CNX PSE,16-05-2013,2929.5,2978.55,2929.5,2947.8,10.8,.37,38135436,829.55,10.41,1.92,2.7
CNX Service Sector,16-05-2013,7459.55,7537.15,7459.55,7503.55,23.15,.31,90817973,3837.49,16.69,3.01,1.31
CNX Nifty Shariah,16-05-2013,-,-,-,1290.24,5.47,.43,39812121,2480.29,17.38,3.57,1.54
CNX 500 Shariah,16-05-2013,-,-,-,1377.94,5.71,.42,74200477,3449.53,18.6,3.72,1.46
S&P ESG India,16-05-2013,-,-,-,3855.9,26.35,.69,-,-,-,-,-
CNX Low Volatility,16-05-2013,-,-,-,4775.52,20.7,.44,60407448,3709.39,20.95,4.08,1.43
CNX Alpha Index,16-05-2013,-,-,-,4852.61,10.26,.21,44898636,2236.09,28.37,4.61,.51
CNX High Beta,16-05-2013,-,-,-,1493.44,18.29,1.24,329081483,3704.11,20.71,.84,1.29
CNX DEFTY,16-05-2013,-,-,-,3903.19,15.42,.4,-,-,-,-,-
