Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,13-05-2013,6098.2,6104.95,5972.9,5980.45,-126.8,-2.08,107948706,4633.05,17.79,3.15,1.39
CNX Nifty Junior,13-05-2013,12457.35,12486.15,12266.7,12286.6,-175.3,-1.41,82108192,1614.48,19.08,2.35,1.3
CNX 100,13-05-2013,6017.25,6022.8,5898.65,5906.15,-119,-1.98,190056898,6247.54,17.97,3,1.37
CNX 200,13-05-2013,3072.7,3075.45,3013.25,3017.1,-59.55,-1.94,348855443,7484.28,17.66,2.78,1.39
CNX 500,13-05-2013,4773.9,4776.45,4684.35,4689.75,-90,-1.88,425934801,8009.17,17.62,2.59,1.4
NIFTY Midcap 50,13-05-2013,2145.2,2149.75,2091.7,2096.7,-50.3,-2.34,155605538,1539.79,12.58,1.29,1.61
CNX Midcap,13-05-2013,8018.9,8038.1,7875.7,7884.95,-145.95,-1.82,166664452,1908.77,17.35,1.78,1.5
CNX Smallcap,13-05-2013,3359,3375.65,3302.15,3306.8,-51.8,-1.54,84836878,465.08,24.88,1.18,1.5
CNX Nifty Dividend,13-05-2013,-,-,-,4.77,0,-,-,-,-,-,-
CNX Auto,13-05-2013,4760.35,4772.65,4663.4,4675,-96.2,-2.02,14948919,375.58,22.18,4.32,1.53
CNX Bank,13-05-2013,12760.45,12865.35,12546.25,12568.85,-211.3,-1.65,19718342,1589.21,14.71,2.57,1.17
CNX Energy,13-05-2013,8033.75,8082.65,7885.15,7906.65,-127.85,-1.59,28103220,543.98,11.36,1.78,1.63
CNX Finance,13-05-2013,5221.35,5253.95,5136.1,5146.25,-80.55,-1.54,22092907,1536.5,16.74,3.03,1.19
CNX FMCG,13-05-2013,17659.2,17659.2,17099.2,17133.75,-534.8,-3.03,19219448,854.34,38.14,13.29,1.17
CNX IT,13-05-2013,6398.55,6407.45,6309.75,6316,-103,-1.6,6003376,423.64,16.56,5.14,1.81
CNX Media,13-05-2013,1795.95,1805.5,1757.1,1762.8,-36.25,-2.01,16941174,99.11,41.77,5.34,.88
CNX Metal,13-05-2013,2244.35,2245.3,2181,2188.95,-54.25,-2.42,32993277,495.11,9.51,1.02,2.49
CNX MNC,13-05-2013,5914.05,5925.3,5851.2,5855,-68.4,-1.15,10109947,281.12,27.68,5.81,1.42
CNX Pharma,13-05-2013,6725.45,6773.1,6644.15,6654,-52,-.78,5144141,441.33,36.91,5.77,.72
CNX PSU Bank,13-05-2013,3321.95,3331.8,3257.15,3265.25,-61.65,-1.85,17096607,822.46,7.31,1.23,2.34
CNX Realty,13-05-2013,243.6,245.9,239.2,240.05,-4.65,-1.9,58131052,357.26,24.33,1,.56
CNX Consumption,13-05-2013,2467.1,2470.55,2429.15,2431,-40.15,-1.62,58503444,1691.12,26.38,4.28,1.09
CNX Commodities,13-05-2013,2309.3,2312,2260.95,2265.75,-44.75,-1.94,66954518,1226,13.33,1.52,1.94
CNX Dividend Opportunities,13-05-2013,1723.75,1725.35,1693.3,1695.1,-30.3,-1.76,58816406,1484.17,12.33,2.27,2.5
CNX Infrastructure,13-05-2013,2469,2476.7,2416.7,2421.05,-59.5,-2.4,98656807,1167.48,15.95,1.91,1.28
CNX PSE,13-05-2013,2915.7,2918.45,2855.5,2859.55,-54.85,-1.88,23780323,439.3,10.12,1.89,2.78
CNX Service Sector,13-05-2013,7350.6,7367.2,7228.6,7240.25,-124.05,-1.68,89546155,3108.7,16.23,2.91,1.35
CNX Nifty Shariah,13-05-2013,-,-,-,1263.85,-20.6,-1.6,22694284,1489.47,16.92,3.5,1.57
CNX 500 Shariah,13-05-2013,-,-,-,1351.1,-18.68,-1.36,47820248,2075.7,18.22,3.69,1.49
S&P ESG India,13-05-2013,-,-,-,3738.73,-84.27,-2.2,-,-,-,-,-
CNX Low Volatility,13-05-2013,-,-,-,4662.83,-45.6,-.97,41225170,2321.5,20.47,3.98,1.47
CNX Alpha Index,13-05-2013,-,-,-,4780.28,-42.14,-.87,39511107,1636.87,27.85,4.53,.52
CNX High Beta,13-05-2013,-,-,-,1416.91,-44.16,-3.02,232531165,2709.46,19.62,.79,1.36
CNX DEFTY,13-05-2013,-,-,-,3773.51,-106.43,-2.74,-,-,-,-,-
