Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,18-06-2012,5174,5190.2,5041.7,5064.25,-74.8,-1.46,153461067,6005.83,16.8,2.9,1.58
CNX Nifty Junior,18-06-2012,9727.95,9826.9,9540.8,9576.3,-145.4,-1.5,72257785,1223,14.7,2.08,1.54
CNX 100,18-06-2012,5043.5,5062.65,4919.9,4940.7,-73.3,-1.46,225718852,7228.82,16.45,2.74,1.57
CNX 200,18-06-2012,2596.1,2606.9,2534.8,2545.05,-37.4,-1.45,436867705,8552.45,16.42,2.53,1.58
S&P CNX 500,18-06-2012,4067.05,4085.2,3976.4,3991.35,-56.1,-1.39,524167167,9288.4,16.66,2.38,1.6
NIFTY Midcap 50,18-06-2012,2037.55,2060.95,1995.7,2003.05,-32.75,-1.61,147028462,1018.61,12.34,1.27,2.14
CNX Midcap,18-06-2012,7033.6,7098.45,6925.65,6943.15,-89.15,-1.27,217054110,1520.61,14.42,1.62,1.9
CNX Smallcap,18-06-2012,3273.95,3294.45,3208.55,3219.4,-42.4,-1.3,81391162,639.1,21.25,1.32,1.68
S&P CNX Nifty Dividend,18-06-2012,-,-,-,33.04,0,-,-,-,-,-,-
CNX Auto,18-06-2012,3902.45,3942.9,3828.3,3850,-26.7,-.69,34244282,760.76,19.46,3.85,2.17
CNX Bank,18-06-2012,10178.85,10197.8,9695.6,9749.9,-314.9,-3.13,24629281,2343.83,13.32,2.29,1.32
CNX Energy,18-06-2012,7309.3,7336.6,7163.3,7202.85,-64.65,-.89,17453642,434.41,12.61,1.7,1.72
CNX Finance,18-06-2012,4105.05,4111.2,3936.7,3954.7,-108.2,-2.66,34247880,2504.4,15.42,2.7,1.33
CNX FMCG,18-06-2012,12278.65,12369.15,12070.25,12094.6,-195.2,-1.59,9851611,387.64,31.61,11.07,1.56
CNX IT,18-06-2012,6155.2,6185.6,6053.45,6082,-52.45,-.86,13474835,605.88,18.36,4.94,1.84
CNX Media,18-06-2012,1183.9,1187.9,1171,1173.5,-7.75,-.66,8139208,50.21,41.02,3.39,1.39
CNX Metal,18-06-2012,2799.3,2822.85,2736.4,2750.7,-25.15,-.91,41379187,810.82,11.4,1.31,1.57
CNX MNC,18-06-2012,5132.55,5161.85,5048.05,5055.25,-54.35,-1.06,27565417,539.32,33.21,3.92,1.28
CNX Pharma,18-06-2012,5000.55,5030.3,4932.3,4947,-38.95,-.78,3485005,194.48,39.66,4.57,1.23
CNX PSU Bank,18-06-2012,3284.65,3310.3,3116.15,3125.5,-124.6,-3.83,19945017,1484.22,7.52,1.44,2.24
CNX Realty,18-06-2012,216.65,220.3,208.75,210,-6.15,-2.85,60914264,397.26,21.94,.86,.67
CNX Consumption,18-06-2012,1891.25,1900,1862.9,1867.85,-16.55,-.88,43537658,1111.85,21.95,3.32,1.58
CNX Commodities,18-06-2012,2321.3,2334.65,2273.3,2283.3,-22.85,-.99,80134771,1574.11,13.24,1.62,1.73
CNX Dividend Opportunities,18-06-2012,1492.75,1502.95,1465.95,1470.25,-17.9,-1.2,56812900,1118.9,11.53,2.6,2.69
CNX Infrastructure,18-06-2012,2328.15,2345.7,2268.95,2288.1,-23.85,-1.03,127551103,1282.01,17.35,1.92,1.27
CNX PSE,18-06-2012,2764.4,2776.8,2716.5,2725,-25,-.91,27734980,456.23,11.01,2,2.65
CNX Service Sector,18-06-2012,6214.75,6228.25,6015.8,6043.1,-122.35,-1.98,65773090,3475.63,15.87,2.72,1.48
S&P CNX Nifty Shariah,18-06-2012,-,-,-,1123.39,-10.19,-.9,34191941,1575.06,16.98,3.28,1.73
S&P CNX 500 Shariah,18-06-2012,-,-,-,1188.64,-9.54,-.8,63629591,2132.7,17.75,3.4,1.62
S&P ESG India,18-06-2012,-,-,-,3300.83,-54.02,-1.61,-,-,-,-,-
