Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,29-06-2012,5191.25,5286.25,5189,5278.9,129.75,2.52,226523598,8461.24,17.51,3.02,1.51
CNX Nifty Junior,29-06-2012,9891.6,10118.4,9891.6,10099.55,214.4,2.17,90239275,1518.52,15.5,2.19,1.46
CNX 100,29-06-2012,5070.35,5164.85,5070.35,5159.15,124.2,2.47,316762873,9979.77,17.18,2.86,1.5
CNX 200,29-06-2012,2614.45,2663.5,2614.45,2660.65,62.65,2.41,559836102,11548.29,17.17,2.64,1.52
S&P CNX 500,29-06-2012,4098.6,4174.2,4098.6,4170.65,95.6,2.35,673563714,12408.82,17.41,2.48,1.54
NIFTY Midcap 50,29-06-2012,2088.95,2140.25,2088.95,2137,49.9,2.39,173749717,1234.79,13.17,1.35,2.01
CNX Midcap,29-06-2012,7199.3,7361.45,7199.3,7351.8,154.8,2.15,248617940,1808.87,15.27,1.72,1.79
CNX Smallcap,29-06-2012,3310,3354.25,3310,3350.85,52.9,1.6,111218163,765.77,22.14,1.37,1.61
S&P CNX Nifty Dividend,29-06-2012,-,-,-,43.31,0,-,-,-,-,-,-
CNX Auto,29-06-2012,3922.5,3976,3922.5,3966.4,79.5,2.05,33392075,834.27,20.05,3.96,2.1
CNX Bank,29-06-2012,10105.45,10360,10105.45,10340.65,336.8,3.37,21539969,1806.38,14.13,2.43,1.24
CNX Energy,29-06-2012,7424.1,7558,7424.1,7543.5,157.85,2.14,97734086,2782.41,13.2,1.78,1.64
CNX Finance,29-06-2012,4090.45,4178.05,4090.45,4171.65,122.4,3.02,35558757,2142.57,16.27,2.85,1.26
CNX FMCG,29-06-2012,12510.5,12770.35,12510.5,12729.1,266.15,2.14,20593342,701.21,33.27,11.65,1.48
CNX IT,29-06-2012,6093.9,6167.1,6083.25,6144.6,88.95,1.47,36446218,811.07,18.55,4.99,1.82
CNX Media,29-06-2012,1246.45,1274.75,1239.8,1267.25,32.95,2.67,12437886,103.05,44.3,3.67,1.29
CNX Metal,29-06-2012,2805,2875.1,2805,2870.35,93.85,3.38,35735434,925.73,11.89,1.37,1.51
CNX MNC,29-06-2012,5182.15,5238.2,5177.7,5227.35,75.35,1.46,85022677,2715.69,34.34,4.05,1.23
CNX Pharma,29-06-2012,5127.45,5221.2,5127.45,5216,104.45,2.04,6387522,346.56,41.82,4.81,1.16
CNX PSU Bank,29-06-2012,3213.9,3268.25,3213.9,3259.7,75.6,2.37,13264917,798.86,7.85,1.51,2.15
CNX Realty,29-06-2012,218.65,223.85,218.65,222.95,5.2,2.39,43182781,292.46,23.29,.91,.63
CNX Consumption,29-06-2012,1912.85,1946.55,1912.85,1944.2,43.15,2.27,64968757,1746.73,22.85,3.46,1.52
CNX Commodities,29-06-2012,2358.6,2404.25,2358.6,2400.45,54.75,2.33,149137638,3922.54,13.92,1.71,1.65
CNX Dividend Opportunities,29-06-2012,1521.45,1549.9,1521.45,1547.55,32.85,2.17,67708298,1501.7,12.13,2.74,2.56
CNX Infrastructure,29-06-2012,2360,2418.25,2360,2415.9,74.45,3.18,160934557,1492.74,18.32,2.03,1.21
CNX PSE,29-06-2012,2862.35,2911.8,2862.35,2907.05,59.8,2.1,39927117,798.68,11.75,2.14,2.49
CNX Service Sector,29-06-2012,6192.75,6299.65,6192.75,6293.2,153.65,2.5,82629654,3413.26,16.53,2.83,1.42
S&P CNX Nifty Shariah,29-06-2012,-,-,-,1159.33,23.58,2.08,118159921,4587.52,17.52,3.38,1.68
S&P CNX 500 Shariah,29-06-2012,-,-,-,1231.12,23.72,1.96,159275482,5475.26,18.39,3.52,1.57
S&P ESG India,29-06-2012,-,-,-,3474.93,94.07,2.78,-,-,-,-,-
