Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,29-05-2012,5005.35,5020.15,4982.15,4990.1,4.45,.09,124219839,4923.56,16.9,2.93,1.6
CNX Nifty Junior,29-05-2012,9650.35,9683.5,9613,9631.95,-16.95,-.18,49173435,926.05,16.25,2.12,1.5
CNX 100,29-05-2012,4897.45,4911.95,4875.7,4883.4,2.35,.05,173393274,5849.61,16.8,2.77,1.59
CNX 200,29-05-2012,2527.35,2534.8,2516.2,2520.15,.5,.02,370685756,7217.99,16.69,2.55,1.6
S&P CNX 500,29-05-2012,3972.05,3983.55,3955.8,3961.1,.05,0,453672911,7916.31,16.99,2.4,1.61
NIFTY Midcap 50,29-05-2012,2031,2041.7,2012.3,2016.1,-14.15,-.7,131803492,879.32,12.07,1.28,2.15
CNX Midcap,29-05-2012,7030.9,7055.9,6985.2,6996.2,-32.95,-.47,194633695,1465.62,15.53,1.64,1.91
CNX Smallcap,29-05-2012,3266.65,3274.1,3249.7,3253.6,1.4,.04,62190126,560.27,19.59,1.34,1.57
S&P CNX Nifty Dividend,29-05-2012,-,-,-,7.99,0,-,-,-,-,-,-
CNX Auto,29-05-2012,3973.55,3986.3,3944.8,3958.85,11.95,.3,25632880,739.89,20.54,3.97,2.06
CNX Bank,29-05-2012,9734.85,9783.45,9687.65,9708.1,9.8,.1,16032577,1712.52,13.26,2.3,1.32
CNX Energy,29-05-2012,7083.75,7118.4,7056.95,7087.55,25.05,.35,18886127,571.98,14.02,1.77,1.71
CNX Finance,29-05-2012,3978,3989.75,3951.4,3959.6,-5.2,-.13,25010314,1921.3,15.45,2.7,1.33
CNX FMCG,29-05-2012,11806.05,11812.7,11636,11661.15,-122.2,-1.04,12227450,502.87,31.17,10.72,1.63
CNX IT,29-05-2012,5927.9,6005.85,5904.9,5983.25,66.95,1.13,10251739,443.01,18.2,5.52,1.87
CNX Media,29-05-2012,1141.35,1149.2,1136.2,1138.5,-3.25,-.28,12860645,65.3,36.77,3.29,1.43
CNX Metal,29-05-2012,2731.3,2752.75,2718.15,2731.6,14.9,.55,35790709,692.37,11.25,1.3,1.58
CNX MNC,29-05-2012,5010.05,5034.2,4992.05,5004.05,6.65,.13,13877752,437.37,32.75,3.83,1.21
CNX Pharma,29-05-2012,5075.6,5104.55,5046.05,5051.9,-12.35,-.24,5863757,281.99,42.49,4.43,1.21
CNX PSU Bank,29-05-2012,3138.45,3173.15,3129.2,3136.25,13.45,.43,14121522,1213.87,7.55,1.49,2.25
CNX Realty,29-05-2012,210.8,213.95,210,212.1,1.5,.71,41791851,269.24,18.1,.87,.66
CNX Consumption,29-05-2012,1836.45,1839.7,1829.15,1833.3,.85,.05,36747848,1088.43,21.82,3.27,1.62
CNX Commodities,29-05-2012,2239.6,2246.6,2228.7,2236.6,4.9,.22,62485247,1385.94,14.95,1.61,1.75
CNX Dividend Opportunities,29-05-2012,1439.6,1442.3,1434,1436.05,-.15,-.01,40158430,848.12,12.16,2.56,2.78
CNX Infrastructure,29-05-2012,2226.75,2231.15,2208.05,2212.85,-2.55,-.12,115433466,908.24,16.36,1.86,1.32
CNX PSE,29-05-2012,2691.6,2697.15,2679.75,2689.95,12.85,.48,32365821,567.88,14.17,1.98,2.69
CNX Service Sector,29-05-2012,6007.8,6038.15,5984.45,6004.85,16.65,.28,50406358,2657.38,15.78,2.77,1.5
S&P CNX Nifty Shariah,29-05-2012,-,-,-,1103.27,6.82,.62,42466553,1706.56,16.57,3.3,1.81
S&P CNX 500 Shariah,29-05-2012,-,-,-,1177.67,4.11,.35,78314020,2456.48,17.54,3.48,1.66
S&P ESG India,29-05-2012,-,-,-,3282.79,1.95,.06,-,-,-,-,-
