Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,18-03-2015,8742.9,8747.25,8664,8685.9,-37.4,-0.43,161153533,8227.5,23.29,3.7,1.26
CNX Nifty Junior,18-03-2015,19977.25,20061.4,19877.85,19955.7,46.35,0.23,73560140,2736.92,21.37,3.02,0.95
CNX 100,18-03-2015,8769.4,8769.4,8696.75,8719.75,-28.35,-0.32,234713673,10964.42,22.96,3.57,1.21
CNX 200,18-03-2015,4535.2,4535.2,4498.95,4510.4,-13.25,-0.29,575623702,14054.77,23.44,3.43,1.26
CNX 500,18-03-2015,7172.65,7175.1,7120.65,7137.05,-17,-0.24,756935127,16104.65,24.67,3.27,1.25
NIFTY Midcap 50,18-03-2015,3458.05,3473,3439.7,3457.75,11.5,0.33,139411158,1979.75,15.93,1.85,1.18
CNX Midcap,18-03-2015,13291.8,13326.7,13215.65,13255.15,22.15,0.17,192032946,3329.4,21.65,2.56,1.47
CNX Smallcap,18-03-2015,5701.1,5732.5,5683.15,5722.8,38.05,0.67,245423119,1984.88,108.55,1.52,1.45
CNX Nifty Dividend,18-03-2015,-,-,-,111.72,0,-,-,-,-,-,-
CNX Auto,18-03-2015,8810.25,8812.3,8718.9,8748.75,-58.65,-0.67,23632804,1135.74,54.28,6.61,0.8
CNX Bank,18-03-2015,19080.25,19234.4,18937.25,19147.25,89,0.47,59060854,2112.6,19.99,3,0.93
CNX Energy,18-03-2015,8473.2,8499.5,8426.95,8476.75,7.8,0.09,39530574,935.92,12.36,1.59,2.05
CNX Finance,18-03-2015,7853.25,7887.3,7792.8,7848.2,2.8,0.04,48906765,2006.52,21.96,3.48,0.98
CNX FMCG,18-03-2015,20777.4,20777.4,20540.35,20572.05,-146.55,-0.71,52973370,647.1,35.74,13.17,1.41
CNX IT,18-03-2015,12434.25,12448.45,12256.55,12276.1,-107.05,-0.86,18361292,2939.15,22.18,6.95,1.17
CNX Media,18-03-2015,2259.9,2312.15,2250.55,2292,33.25,1.47,7021199,140.61,54.8,5.43,0.81
CNX Metal,18-03-2015,2399.75,2403.85,2382.35,2387.75,7.05,0.3,37897657,726.37,13.85,1.2,4.1
CNX MNC,18-03-2015,10108.75,10126.8,10015.85,10040.35,-23.85,-0.24,10960269,695.39,42.19,7.09,0.96
CNX Pharma,18-03-2015,12771.25,12783,12671.05,12732.4,15.6,0.12,6080674,728.31,52.45,8.77,0.51
CNX PSU Bank,18-03-2015,3693.2,3738.8,3667.45,3722.3,40.9,1.11,39910257,787.52,12.07,1.16,1.56
CNX Realty,18-03-2015,230.6,231.3,228.35,230.5,0.25,0.11,61510934,311.81,31.22,1.12,0.88
