Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,05-04-2013,5568.1,5577.3,5534.7,5553.25,-21.5,-.39,137461477,5281.57,17.04,2.93,1.49
CNX Nifty Junior,05-04-2013,11150.45,11258.15,11126.35,11168.1,-4.95,-.04,73277452,1802.74,17.28,2.14,1.42
CNX 100,05-04-2013,5477.75,5491.6,5448.65,5466.65,-18.35,-.33,210738929,7084.31,17.08,2.77,1.48
CNX 200,05-04-2013,2804.5,2813,2790.75,2800.2,-8.3,-.3,414490859,8497.12,16.81,2.58,1.49
CNX 500,05-04-2013,4373.6,4386.5,4353.35,4366.65,-12,-.27,497281859,9061.15,16.79,2.41,1.51
NIFTY Midcap 50,05-04-2013,1943.6,1963.85,1937.4,1947,-.4,-.02,150221479,1240.32,11.82,1.19,1.72
CNX Midcap,05-04-2013,7388.95,7465.25,7388.95,7422.75,20.05,.27,163284813,1835.09,16.18,1.65,1.59
CNX Smallcap,05-04-2013,3176.25,3202.9,3167.05,3176.65,3.75,.12,136532444,564.55,25.67,1.13,1.58
CNX Nifty Dividend,05-04-2013,-,-,-,0,0,-,-,-,-,-,-
CNX Auto,05-04-2013,4091.2,4131.45,4076.7,4116.45,23.55,.58,18036300,756.08,20.2,3.8,1.74
CNX Bank,05-04-2013,11120.15,11168.25,11021.4,11098.95,-27.3,-.25,19214638,1546.91,13.27,2.27,1.32
CNX Energy,05-04-2013,7531.1,7623,7528.65,7611.45,76.75,1.02,28035248,639.75,11.63,1.71,1.69
CNX Finance,05-04-2013,4603.95,4607.45,4544,4578.65,-36.6,-.79,33076190,1919.55,15.33,2.7,1.34
CNX FMCG,05-04-2013,15042.1,15042.1,14781.1,14826.6,-224.7,-1.49,18719338,1035.37,33.05,11.55,1.35
CNX IT,05-04-2013,7066.85,7098.65,7018.45,7047.35,-25.35,-.36,7293853,483.28,18.81,5.75,1.61
CNX Media,05-04-2013,1607.8,1625.5,1601.65,1610.15,-3.3,-.2,6883787,76.21,38.14,4.88,.96
CNX Metal,05-04-2013,2176.5,2200.8,2172.55,2187.55,4.25,.19,30589431,523.55,9.5,1.02,2.49
CNX MNC,05-04-2013,5088.8,5149.2,5088.8,5137.75,50.5,.99,11502324,470.41,25.63,5.1,1.62
CNX Pharma,05-04-2013,6117.05,6172,6107.35,6132,12.4,.2,3921637,295,33.38,5.31,.78
CNX PSU Bank,05-04-2013,3048.55,3075.85,3018.7,3039.15,-9.45,-.31,11891962,564.61,6.72,1.14,2.54
CNX Realty,05-04-2013,223.95,227.8,220.95,222.3,-.85,-.38,54542317,406.64,24.36,.93,.61
CNX Consumption,05-04-2013,2143.55,2159.9,2139.3,2147.65,.3,.01,61220852,2090.49,23.81,3.77,1.23
CNX Commodities,05-04-2013,2154.6,2170.75,2148.4,2164.1,5.6,.26,109531686,1501.71,13.45,1.45,2.03
CNX Dividend Opportunities,05-04-2013,1562.5,1574.4,1559.6,1568.55,2.7,.17,52080683,1224.36,11.58,2.09,2.7
CNX Infrastructure,05-04-2013,2186.55,2199.8,2165.3,2175.2,-14.65,-.67,111195867,1107.56,14.62,1.72,1.43
CNX PSE,05-04-2013,2740.5,2762.1,2738.3,2752.3,11,.4,43998284,673,9.94,1.82,2.89
CNX Service Sector,05-04-2013,6841.55,6854,6775.6,6807.3,-47.75,-.7,85093406,2998.13,15.71,2.73,1.44
CNX Nifty Shariah,05-04-2013,-,-,-,1247.16,7.81,.63,28531991,1801.65,17.72,3.48,1.56
CNX 500 Shariah,05-04-2013,-,-,-,1317.92,5.97,.46,68046232,2680.83,18.31,3.6,1.53
S&P ESG India,05-04-2013,-,-,-,3474.25,8.63,.25,-,-,-,-,-
CNX Low Volatility,05-04-2013,-,-,-,4374.53,14.75,.34,57410828,2468.6,19.12,3.34,1.53
CNX Alpha Index,05-04-2013,-,-,-,4433.94,-9.68,-.22,42541942,1852.88,21.39,2.92,.64
CNX High Beta,05-04-2013,-,-,-,1287.29,2.48,.19,275524211,2967.03,21.33,.79,1.42
