Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
S&P CNX Nifty,14-01-2013,5967.2,6036.9,5962.15,6024.05,72.75,1.22,134711348,7279.83,19.05,3.2,1.37
CNX Nifty Junior,14-01-2013,12429.15,12628.15,12387.3,12610.25,181.15,1.46,75657150,1726.08,18.12,2.35,1.25
CNX 100,14-01-2013,5906,5978.25,5899.2,5966.9,74.2,1.26,210368498,9005.91,18.9,3.03,1.35
CNX 200,14-01-2013,3055.1,3093.4,3050.25,3087.7,38.8,1.27,465840383,11123.45,18.83,2.83,1.35
S&P CNX 500,14-01-2013,4787,4843.6,4779.8,4836.7,58.55,1.23,574456297,12002.68,18.79,2.67,1.36
NIFTY Midcap 50,14-01-2013,2395.15,2451.55,2378.9,2446,50.8,2.12,193557317,1807.62,15.63,1.49,1.33
CNX Midcap,14-01-2013,8544.5,8676.25,8505.55,8664.55,120.55,1.41,258283955,2261.22,18.06,1.92,1.46
CNX Smallcap,14-01-2013,3809.05,3856.55,3789.65,3854.9,53.4,1.4,77847593,756.04,48.44,1.46,1.23
S&P CNX Nifty Dividend,14-01-2013,-,-,-,78.19,0,-,-,-,-,-,-
CNX Auto,14-01-2013,4908.9,4925.75,4870.9,4882.1,-26.25,-.53,17693994,763.99,23.35,4.5,1.49
CNX Bank,14-01-2013,12622.05,12773.35,12609.9,12758.75,140.9,1.12,18865385,1632.15,15.68,2.58,1.16
CNX Energy,14-01-2013,8079.95,8203.1,8072.8,8170.85,101.4,1.26,27098158,624.7,12.75,1.85,1.54
CNX Finance,14-01-2013,5127.2,5200.85,5115.85,5187.3,62,1.21,27953604,1830.3,18.06,3.03,1.19
CNX FMCG,14-01-2013,14597.1,14762.6,14583.5,14737.55,154.8,1.06,15068745,649.35,34.33,11.48,1.36
CNX IT,14-01-2013,6719.75,6846.15,6716.85,6809.5,169.65,2.56,23165837,2656.57,18.52,5.48,1.63
CNX Media,14-01-2013,1825.8,1842.8,1819.05,1836.4,11.95,.65,17157594,171.95,43.9,5.37,.83
CNX Metal,14-01-2013,2861.15,2907.9,2835.35,2901,41.15,1.44,19225375,522.7,12.36,1.24,1.81
CNX MNC,14-01-2013,5735.9,5756.85,5693.2,5745.25,23.65,.41,11711204,584.24,37.95,4.88,1.18
CNX Pharma,14-01-2013,6060.55,6060.65,6016.85,6031.35,-24.75,-.41,5729055,382.87,44.72,5.24,.78
CNX PSU Bank,14-01-2013,3772.65,3844.4,3743.35,3833.25,61.75,1.64,22994609,938.8,8.42,1.43,2.02
CNX Realty,14-01-2013,287.55,302.7,285.35,301.6,14.5,5.05,91590588,736.83,32.03,1.19,.43
CNX Consumption,14-01-2013,2333.7,2345.75,2324,2343.85,11.85,.51,53512813,1680.73,26.64,4.12,1.14
CNX Commodities,14-01-2013,2517.35,2551.35,2504.75,2544.45,29.7,1.18,64641184,1417.2,15.04,1.69,1.66
CNX Dividend Opportunities,14-01-2013,1743.5,1770.95,1736.8,1767.6,24.35,1.4,77338618,1833.94,12.59,2.42,2.37
CNX Infrastructure,14-01-2013,2553.55,2585.9,2541.45,2582.3,34.4,1.35,119046795,1168.33,19.57,2.08,1.12
CNX PSE,14-01-2013,2972.2,3025.65,2968.15,3015.45,45.2,1.52,36854030,701.5,10,1.99,2.63
CNX Service Sector,14-01-2013,7339.95,7445,7337.25,7429.55,118.1,1.62,79226572,4919.84,17.72,3.01,1.32
S&P CNX Nifty Shariah,14-01-2013,-,-,-,1285.83,16.89,1.33,41919154,3938.48,19.19,3.63,1.5
S&P CNX 500 Shariah,14-01-2013,-,-,-,1378.7,15.46,1.13,73600857,4795.36,19.84,3.77,1.45
S&P ESG India,14-01-2013,-,-,-,3957.74,51.95,1.33,-,-,-,-,-
CNX Low Volatility,14-01-2013,-,-,-,4657.16,26.35,.57,55720229,4248.31,20.65,3.55,1.43
CNX Alpha Index,14-01-2013,-,-,-,4839.34,41.95,.87,50142105,1914.18,25.17,3.7,.64
CNX High Beta,14-01-2013,-,-,-,1762.99,43.56,2.53,296349274,3444.06,26.09,1.08,1.04
