Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,14-08-2013,5715.4,5754.55,5690.2,5742.3,43,.75,223656483,6970.2,16.97,2.84,1.47
CNX Nifty Junior,14-08-2013,11250.3,11351.95,11250.3,11312.3,83.4,.74,101110952,2103.09,16.84,2.1,1.41
CNX 100,14-08-2013,5608.35,5645.6,5590.65,5635.45,42.1,.75,324767435,9073.29,16.95,2.7,1.46
CNX 200,14-08-2013,2830.2,2847.9,2821.65,2843.15,20.75,.74,532381982,10365.99,16.58,2.48,1.5
CNX 500,14-08-2013,4372.5,4398.05,4362.45,4392.05,31.4,.72,616227453,10982.87,16.86,2.32,1.52
NIFTY Midcap 50,14-08-2013,1845.85,1862.6,1838.55,1851.35,10.7,.58,163707823,1370.46,13.36,1.19,1.79
CNX Midcap,14-08-2013,6939.75,6995.85,6935.95,6960.75,30,.43,201928443,1905.46,15.86,1.54,1.72
CNX Smallcap,14-08-2013,2733.95,2755.85,2733,2752,30.15,1.11,102081871,452.45,33.61,.97,1.82
CNX Nifty Dividend,14-08-2013,-,-,-,63.79,0,-,-,-,-,-,-
CNX Auto,14-08-2013,4522.35,4642.05,4522.35,4622.45,141.85,3.17,38068534,1302.69,22.73,4.31,1.51
CNX Bank,14-08-2013,10010.15,10071.25,9912.35,10026.4,40.75,.41,37464987,2070.85,11.39,1.83,1.74
CNX Energy,14-08-2013,7589.5,7762.55,7557.25,7736.6,180.8,2.39,33732576,768.17,11.04,1.66,1.68
CNX Finance,14-08-2013,4306.05,4315,4258.6,4299.8,5.95,.14,41473870,2074.73,13.5,2.37,1.56
CNX FMCG,14-08-2013,17294.95,17424.15,17173.75,17353.7,28.35,.16,12278622,575.66,37.18,13.01,1.15
CNX IT,14-08-2013,7971.9,8032.25,7874.1,7956.1,-20.15,-.25,21212089,1182.45,20.78,5.68,1.27
CNX Media,14-08-2013,1666.65,1707,1649.15,1700.4,41.4,2.5,18688214,169.49,35.82,5.19,.91
CNX Metal,14-08-2013,1847.35,1855.35,1828.15,1849.4,48.65,2.7,61377945,970.88,9.8,.84,2.77
CNX MNC,14-08-2013,5616.05,5637.55,5589.85,5602.45,-16,-.28,14362103,437.97,31.96,4.92,1.36
CNX Pharma,14-08-2013,7088.7,7159.75,7052.55,7085.15,-16.7,-.24,9057446,503.78,45.15,6.14,.67
CNX PSU Bank,14-08-2013,2223,2255.85,2205.9,2225,3.2,.14,21780555,672.93,5.3,.77,3.84
CNX Realty,14-08-2013,168.75,173.4,168.45,172.7,4.85,2.89,56036065,311.29,24.92,.76,.8
CNX Consumption,14-08-2013,2447.45,2466.3,2445.2,2461.35,15.15,.62,43923166,1618.29,27.24,4.31,1.09
CNX Commodities,14-08-2013,1993.15,2023.95,1984.05,2020.85,46.05,2.33,106996267,1943.33,11.67,1.33,2.15
CNX Dividend Opportunities,14-08-2013,1496.4,1515.3,1495.45,1512.75,16.95,1.13,83750096,1491.9,10.04,1.74,3.04
CNX Infrastructure,14-08-2013,2127.2,2139.55,2107.35,2127.35,3,.14,150173336,1200.72,14.25,1.71,1.44
CNX PSE,14-08-2013,2389.3,2448.65,2383.85,2439.45,60.25,2.53,58073832,802.3,8.48,1.59,3.26
CNX Service Sector,14-08-2013,6931.9,6957.05,6891.9,6931.2,9.5,.14,83370524,3684.83,15.37,2.6,1.46
CNX Nifty Shariah,14-08-2013,-,-,-,1338.41,6.91,.52,43753265,1989.45,16.99,2.77,1.29
CNX 500 Shariah,14-08-2013,-,-,-,1392.62,6.95,.5,99200201,2917.44,18.22,2.88,1.29
S&P ESG India,14-08-2013,-,-,-,3434.4,25.61,.75,-,-,-,-,-
CNX Low Volatility,14-08-2013,-,-,-,4556.88,17.31,.38,52430046,2771.86,18.21,3.49,1.49
CNX Alpha Index,14-08-2013,-,-,-,4289.62,58.45,1.38,64371943,2066.12,28.68,3.78,.59
CNX High Beta,14-08-2013,-,-,-,1045.19,12.84,1.24,334809443,4082.99,14.56,.58,2.33
CNX DEFTY,14-08-2013,-,-,-,3234.46,19.96,.62,-,-,-,-,-
CNX 100 Equal Weight,14-08-2013,-,-,-,6417.48,58.14,.91,324767435,9073.29,14.43,1.82,1.74
LIX 15,14-08-2013,2188.05,2211.25,2177.6,2206,50.85,2.36,147930375,3217.86,11.4,1.3,1.58
