Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,05-02-2015,8733.1,8838.45,8683.65,8711.7,-12,-.14,179008853,9126.1,22.57,3.67,1.21
CNX Nifty Junior,05-02-2015,19423.05,19495.9,19133.2,19196.15,-218.2,-1.12,94169588,3437.81,21.25,2.91,.99
CNX 100,05-02-2015,8722.45,8812.85,8661.8,8688.45,-25.5,-.29,273178441,12563.9,22.35,3.53,1.18
CNX 200,05-02-2015,4506.05,4547.35,4468.7,4482.25,-18.7,-.42,626293120,16167.76,22.37,3.38,1.23
CNX 500,05-02-2015,7116.8,7176.7,7056.4,7076.65,-32.1,-.45,797466152,17948.37,23.39,3.22,1.22
NIFTY Midcap 50,05-02-2015,3450.45,3460.35,3363,3375.75,-76.35,-2.21,222732304,3145.28,16.06,1.79,1.22
CNX Midcap,05-02-2015,13061.35,13112.5,12825.5,12863.45,-192.4,-1.47,289582549,4564.69,20.64,2.49,1.52
CNX Smallcap,05-02-2015,5563.4,5575.3,5434.9,5453.55,-93.7,-1.69,183738447,1671.87,34.41,1.45,1.54
CNX Nifty Dividend,05-02-2015,-,-,-,100.72,0,-,-,-,-,-,-
CNX Auto,05-02-2015,8818.45,8890.75,8725.9,8749.65,-62.85,-.71,28381454,1437.4,41.83,6.68,.8
CNX Bank,05-02-2015,19170.15,19444.65,18977.9,19051.9,-122.1,-.64,70976148,2647.49,19.96,2.96,.95
CNX Energy,05-02-2015,9077.4,9077.4,8877,8910.85,-139.35,-1.54,33758389,934.5,12.69,1.67,1.95
CNX Finance,05-02-2015,7752.5,7910.75,7690.9,7729,-18.75,-.24,69472911,2902.25,21.81,3.4,1
CNX FMCG,05-02-2015,20976.8,21248,20909.25,21093.95,102.5,.49,23024387,989.81,36.65,13.5,1.38
CNX IT,05-02-2015,11967.75,12295.35,11963.8,12165.15,226.25,1.9,15826989,2124.01,22.01,6.9,1.17
CNX Media,05-02-2015,2316.4,2335.75,2286.3,2295,-21.5,-.93,8389319,213.81,53.55,5.43,.8
CNX Metal,05-02-2015,2575.75,2583.05,2517.1,2525.1,-49.35,-1.92,34414448,818.26,11.4,1.09,3.19
