Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,26-12-2013,6270.1,6302.75,6259.45,6278.9,10.5,.17,182310258,6457.23,18.64,2.98,1.49
CNX Nifty Junior,26-12-2013,12801.25,12942,12768.45,12798.8,30.25,.24,79124348,1968.77,15.78,2.3,1.4
CNX 100,26-12-2013,6187.3,6217.25,6176.55,6194.45,11.05,.18,261434606,8426,18.13,2.85,1.47
CNX 200,26-12-2013,3140.25,3155.55,3135.25,3143.95,6.25,.2,567514648,10724.51,18.08,2.64,1.51
CNX 500,26-12-2013,4880.6,4905.65,4876.9,4887.85,11.75,.24,764371429,11784.36,18.88,2.46,1.51
NIFTY Midcap 50,26-12-2013,2284.9,2306.15,2276.85,2284,4.45,.2,233393309,2260.58,12.75,1.3,1.69
CNX Midcap,26-12-2013,7990,8051.65,7968.05,7981.45,16.15,.2,269544513,2904.51,14.59,1.68,1.75
CNX Smallcap,26-12-2013,3365.95,3415.25,3365.95,3392.75,36.3,1.08,199991044,1026.87,44.95,.95,1.77
CNX Nifty Dividend,26-12-2013,-,-,-,84.03,0,-,-,-,-,-,-
CNX Auto,26-12-2013,5349.95,5376,5293.9,5311.95,-19.95,-.37,42672303,952.28,28.13,4.51,1.22
CNX Bank,26-12-2013,11335.8,11426.45,11317.45,11385.75,55.1,.49,30304289,1760.13,13.15,1.96,1.62
CNX Energy,26-12-2013,7923.4,7972.7,7901,7932.1,2.6,.03,71525842,1207.81,11.48,1.63,2.05
CNX Finance,26-12-2013,4695.3,4731.65,4687.6,4712.4,16.65,.35,31226499,1838.97,14.71,2.35,1.58
CNX FMCG,26-12-2013,16829.9,16937.15,16802.5,16853.65,41.7,.25,25687784,860.53,35.02,11.29,1.63
CNX IT,26-12-2013,9405.2,9451.4,9391,9430.1,38.6,.41,9818252,929.68,23.44,6.59,1.09
CNX Media,26-12-2013,1782,1814.25,1779.05,1785,3.25,.18,5524642,90.7,32.73,4.08,1.05
CNX Metal,26-12-2013,2442.25,2472.9,2442.25,2461.05,11.4,.47,33065372,690.84,15.36,1.28,1.95
CNX MNC,26-12-2013,6179,6274.85,6179,6221,39.55,.64,24468443,654.73,39.26,5.76,1.56
CNX Pharma,26-12-2013,7659.55,7689.25,7578.4,7601.35,-39.7,-.52,8121261,503.54,48.95,5.99,.66
CNX PSU Bank,26-12-2013,2541.95,2573.2,2531.55,2541.65,-3.3,-.13,33744238,888.57,6.84,.83,3.59
CNX Realty,26-12-2013,186.7,188.15,185.75,186.4,-.55,-.29,77253768,309.75,30.94,.88,.85
CNX Consumption,26-12-2013,2569.5,2579.65,2558,2564.15,.15,.01,41680857,1602.11,27.27,4.28,1.31
CNX Commodities,26-12-2013,2280.7,2303.3,2280.7,2292.1,9.5,.42,87724946,1832.89,11.75,1.52,2.19
CNX Dividend Opportunities,26-12-2013,1611.95,1621.85,1603.65,1607.5,-1.05,-.07,118982047,2123.86,10.91,1.96,3.38
CNX Infrastructure,26-12-2013,2467.4,2489.9,2465.55,2473.8,8.2,.33,156257926,1741.92,17.2,1.89,1.46
CNX PSE,26-12-2013,2611.85,2645.1,2611.85,2627.35,20.3,.78,100556207,1200.91,8.47,1.57,3.59
CNX Service Sector,26-12-2013,7655.1,7706.55,7651.75,7682.75,31.6,.41,112578240,3904.51,16.67,2.77,1.43
CNX Nifty Shariah,26-12-2013,-,-,-,1440.09,-5.19,-.36,30499743,1814.85,19.25,3.43,1.27
CNX 500 Shariah,26-12-2013,-,-,-,1527.3,-2.83,-.18,109711749,2992.38,20.3,3.67,1.23
CNX Low Volatility,26-12-2013,-,-,-,4774.02,9.8,.21,89195479,3332.61,19.15,2.8,1.62
CNX Alpha Index,26-12-2013,-,-,-,4908.26,.09,0,47331623,2165.67,28.87,4.16,.63
CNX High Beta,26-12-2013,-,-,-,1345.17,6.5,.49,297367623,3343.02,15.31,.78,2.17
CNX DEFTY,26-12-2013,-,-,-,3510.48,-.28,-.01,-,-,-,-,-
CNX 100 Equal Weight,26-12-2013,-,-,-,7375.69,13.8,.19,261434606,8426,13.47,1.91,1.8
LIX 15,26-12-2013,2632.45,2652.1,2625.25,2634.5,2.5,.09,53224875,1874.82,13.86,1.44,1.52
