Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,27-07-2015,8492.1,8492.2,8351.55,8361,-160.55,-1.88,140828066,7353.09,23.21,3.42,1.46
CNX Nifty Junior,27-07-2015,20578.95,20578.95,20353.55,20378.05,-258.65,-1.25,57949139,2595.18,22.52,2.94,1.12
CNX 100,27-07-2015,8595.75,8595.75,8462.9,8470.65,-154,-1.79,198777205,9948.27,23.1,3.33,1.4
CNX 200,27-07-2015,4443.75,4443.75,4374.2,4378.45,-78.35,-1.76,430313439,12581.64,23.86,3.18,1.37
CNX 500,27-07-2015,7055.7,7055.7,6950.8,6955.35,-119.6,-1.69,579250542,14678.33,24.89,3.05,1.34
NIFTY Midcap 50,27-07-2015,3408.9,3408.9,3348.7,3353.1,-66.35,-1.94,162950004,2068.45,16.21,1.48,1.53
CNX Midcap,27-07-2015,13570.1,13570.1,13402.15,13411.55,-173,-1.27,197563556,3908.86,23.79,2.43,1.2
CNX Smallcap,27-07-2015,5618.4,5618.4,5543.45,5550.35,-72.3,-1.29,149422452,1488.33,67.11,1.29,1.15
CNX Nifty Dividend,27-07-2015,-,-,-,68.77,0,-,-,-,-,-,-
CNX Auto,27-07-2015,8433,8433,8294.2,8305.65,-166.4,-1.96,31993468,1595.56,54.89,6.27,.87
CNX Bank,27-07-2015,18566.55,18566.55,18187.45,18213.05,-422.8,-2.27,48338057,1715.4,19.23,2.53,1.08
CNX Energy,27-07-2015,8925.05,8937.35,8726.7,8747,-189.75,-2.12,26743538,973.1,14.17,1.57,1.95
CNX Finance,27-07-2015,7668.9,7668.9,7523.8,7537,-162.4,-2.11,47839421,1954.03,20.88,3.05,1.12
CNX FMCG,27-07-2015,20208.7,20250.5,20107.3,20151.3,-152.45,-.75,8599975,556.83,39.48,11.73,1.44
CNX IT,27-07-2015,11437.55,11438,11342.5,11362.45,-101.7,-.89,12162185,1144.41,21.32,5.94,1.83
CNX Media,27-07-2015,2385.4,2407.3,2370.95,2385.4,22.85,.97,13482803,295.09,66.54,5.4,.74
CNX Metal,27-07-2015,2144.95,2144.95,2094.45,2103.85,-47.8,-2.22,47901441,797.29,11.66,1.04,4.75
CNX MNC,27-07-2015,10179.3,10179.3,10055.4,10064.6,-130.05,-1.28,9051115,579.9,47.36,7.31,1.03
CNX Pharma,27-07-2015,12219.25,12247.1,12048.25,12056.9,-169.15,-1.38,9842678,1167.8,53.6,8.27,.43
CNX PSU Bank,27-07-2015,3265.95,3265.95,3192.95,3199,-75.25,-2.3,41098395,565.42,11.23,.94,1.87
CNX Realty,27-07-2015,171.2,171.5,166.55,167.05,-4.5,-2.62,57141285,272.47,26.47,.82,1.2
CNX Consumption,27-07-2015,3629.7,3629.7,3589.15,3593,-45.5,-1.25,35520770,1650.52,30.67,5.39,1.02
CNX Commodities,27-07-2015,2655.75,2655.75,2603.05,2608.65,-53.45,-2.01,69045167,2170.51,15.28,1.58,2.63
CNX Dividend Opportunities,27-07-2015,2035.75,2035.85,2002.05,2004.55,-36.65,-1.8,103286962,2258.61,15,2.16,3.06
CNX Infrastructure,27-07-2015,3327.45,3327.45,3235.85,3241.35,-99.8,-2.99,93323900,1159.59,21.38,2.25,1.1
CNX PSE,27-07-2015,3572.05,3572.05,3504.45,3508,-65.1,-1.82,42700966,1328.14,13.47,2,3.44
CNX Service Sector,27-07-2015,10971.95,10971.95,10780.35,10798.45,-211.55,-1.92,89268705,3704.94,19.97,3.18,1.43
CNX Nifty Shariah,27-07-2015,-,-,-,1897.8,-30.81,-1.6,31173819,2574.15,21.23,3.04,1.34
CNX 500 Shariah,27-07-2015,-,-,-,2219.87,-33.87,-1.5,99044983,5127.93,25.14,3.79,1.11
CNX Low Volatility,27-07-2015,-,-,-,7489.44,-92.45,-1.22,56967998,4589.55,25.51,3.85,1.47
CNX Alpha Index,27-07-2015,-,-,-,9328.75,-91.78,-.97,44210978,3198.13,37.77,7.85,.7
CNX High Beta,27-07-2015,-,-,-,1526.55,-48.64,-3.09,269750025,4014.69,16.29,.69,1.71
CNX DEFTY,27-07-2015,-,-,-,4526.49,-94.96,-2.05,-,-,-,-,-
CNX 100 Equal Weight,27-07-2015,-,-,-,10573.78,-179.43,-1.67,198777205,9948.27,19.72,2.27,1.49
LIX 15,27-07-2015,3520.65,3520.65,3424.5,3428.1,-107.5,-3.04,65149896,2275.58,20.06,1.88,1.3
CPSE,27-07-2015,2426.55,2426.55,2377.4,2380.35,-41.3,-1.71,21965135,893.75,13.47,2.38,3.97
NV 20,27-07-2015,3826.15,3826.15,3747.9,3753.8,-81.1,-2.11,77146225,3653.19,16.72,2.57,2.11
LIX15 Midcap,27-07-2015,-,-,-,3095.56,-44.7,-1.42,50681314,996.65,11.08,1.39,1.76
CNX Shariah25,27-07-2015,-,-,-,3342.55,-46.6,-1.37,27140561,2806.2,29.03,4.93,1.15
India VIX,27-07-2015,15.4575,17.0525,12.925,16.37,.91,5.9,-,-,-,-,-
NI15,27-07-2015,5213.4,5213.4,5156.3,5161.5,-67.45,-1.29,19814057,2452.6,26.74,7.97,1.65
NIFTY TR 1X Inverse,27-07-2015,420.25,427.1,420.25,426.7,8.1,1.94,-,-,-,-,-
NIFTY TR 2X Leverage,27-07-2015,4250.45,4250.45,4110.6,4118.65,-163.65,-3.82,-,-,-,-,-
NIFTY PR 1X Inverse,27-07-2015,453.45,460.8,453.45,460.4,8.75,1.94,-,-,-,-,-
NIFTY PR 2x Leverage,27-07-2015,3653.4,3653.4,3533.2,3540.15,-140.6,-3.82,-,-,-,-,-
NSE Quality 30,27-07-2015,-,-,-,2107.15,-27.16,-1.27,51058339,3905.89,32.29,7.33,1.67
NSE GSECBM Clean Price Index,27-07-2015,-,-,-,927.79,.07,.01,-,-,-,-,-
GSEC10 NSE Index,27-07-2015,-,-,-,1397.72,1,.07,-,-,-,-,-
GSECBM NSE Index,27-07-2015,-,-,-,1342.31,.38,.03,-,-,-,-,-
