Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,26/05/2015,8377.1,8378.9,8320.05,8339.35,-30.9,-0.37,120428892,5908.3,22.55,3.57,1.42
CNX Nifty Junior,26/05/2015,19939.8,20027.7,19801.55,19873.8,-25.9,-0.13,57569456,3108.82,23.23,3.03,1.07
CNX 100,26/05/2015,8456.1,8458.2,8399.35,8419.6,-28,-0.33,177998348,9017.12,22.66,3.47,1.36
CNX 200,26/05/2015,4372.65,4374.15,4344.75,4355,-12.55,-0.29,349223475,11405.3,23.31,3.33,1.38
CNX 500,26/05/2015,6919.5,6921.3,6876.2,6890.6,-20.55,-0.3,512564370,12672.92,24.19,3.17,1.36
NIFTY Midcap 50,26/05/2015,3335.3,3342,3315.1,3332.05,-1.45,-0.04,103744548,1502.85,14.24,1.51,2.22
CNX Midcap,26/05/2015,13114.45,13144.05,13051,13092.8,-0.15,0,137971099,3644.33,21.36,2.46,1.51
CNX Smallcap,26/05/2015,5513.3,5513.3,5456.9,5474.85,-23.2,-0.42,120556309,850.05,61.83,1.3,1.41
CNX Nifty Dividend,26/05/2015,-,-,-,6.16,0,-,-,-,-,-,-
CNX Auto,26/05/2015,8575,8578.9,8520,8548.15,-16.95,-0.2,21523103,1542.86,52.32,6.85,0.83
CNX Bank,26/05/2015,18339.1,18378.2,18226,18329.3,4.45,0.02,35176215,1219.4,19.1,2.9,0.96
CNX Energy,26/05/2015,8514.85,8516.45,8407.75,8415.35,-89.3,-1.05,20770848,536.26,12.48,1.51,2.09
CNX Finance,26/05/2015,7450.35,7466.75,7396.6,7425.9,-20.1,-0.27,31287985,1203.54,20.33,3.34,1.02
CNX FMCG,26/05/2015,19826.95,19826.95,19615.7,19682.2,-84.75,-0.43,16469479,815.63,44.95,13.08,1.38
CNX IT,26/05/2015,11608.75,11649.7,11562.05,11581.9,-41.45,-0.36,11485852,986.26,21.18,6.04,1.97
CNX Media,26/05/2015,2089.45,2099.85,2078.75,2096.8,6.2,0.3,4946734,112.73,57.46,5.01,0.8
CNX Metal,26/05/2015,2379.25,2381.4,2366.7,2372.25,3.55,0.15,18895010,436.81,14.78,1.18,4.15
CNX MNC,26/05/2015,9824.55,9824.55,9742.4,9757.85,-37,-0.38,9396372,621.53,59.88,7.24,0.96
CNX Pharma,26/05/2015,12636.4,12637,12493.7,12559.05,-58.5,-0.46,8562413,1185.51,56.54,9.53,0.47
CNX PSU Bank,26/05/2015,3499.2,3516.7,3468.25,3482.95,-6.8,-0.19,30888631,618.8,11.96,1.11,1.63
CNX Realty,26/05/2015,201.3,201.45,199.15,199.75,-1.3,-0.65,39294601,272.08,29.57,0.97,1.02
CNX Consumption,26/05/2015,3425.45,3425.45,3407.45,3418.2,1.3,0.04,40673257,1900.9,30.95,5.37,1.03
