Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,02/06/2015,8442.8,8445.35,8226.05,8236.45,-196.95,-2.34,151337661,8083.17,22.71,3.57,1.43
CNX Nifty Junior,02/06/2015,19856.25,19875.8,19389.25,19407.35,-405.3,-2.05,69942961,2805.32,21.26,2.9,1.12
CNX 100,02/06/2015,8506.4,8506.4,8292.25,8300.85,-194.7,-2.29,221280622,10888.49,22.48,3.45,1.38
CNX 200,02/06/2015,4403.8,4403.8,4290.8,4295.55,-102.75,-2.34,469595513,13517.83,23.27,3.29,1.4
CNX 500,02/06/2015,6966.5,6966.5,6793,6799.45,-158,-2.27,604800850,14580.78,24.26,3.14,1.38
NIFTY Midcap 50,02/06/2015,3374,3374,3266.9,3273.5,-94.55,-2.81,178755253,1987.69,15.08,1.49,2.26
CNX Midcap,02/06/2015,13200.45,13205.1,12878.9,12893.9,-286.15,-2.17,213657100,3746.83,22.19,2.42,1.53
CNX Smallcap,02/06/2015,5563.1,5565.55,5414.5,5425.7,-126.8,-2.28,134391730,988.71,92.21,1.29,1.42
CNX Nifty Dividend,02/06/2015,-,-,-,10.37,0,-,-,-,-,-,-
CNX Auto,02/06/2015,8515.35,8521.25,8308,8325.05,-184.3,-2.17,27439454,1496.88,55.02,6.67,0.85
CNX Bank,02/06/2015,18656.05,18656.05,17932.3,17977.3,-639.7,-3.44,66799306,2331.6,18.73,2.85,0.98
CNX Energy,02/06/2015,8620.9,8664.35,8506,8530.6,-61.35,-0.71,25646384,840.63,13.86,1.53,2.06
CNX Finance,02/06/2015,7520.3,7520.65,7245.05,7256.85,-252.7,-3.37,60803995,2444.61,20.15,3.36,1.03
CNX FMCG,02/06/2015,20304,20304,19676.35,19709.15,-678.25,-3.33,13549724,635.84,38.44,13.09,1.37
CNX IT,02/06/2015,11523.85,11563.95,11326.7,11347.9,-177.75,-1.54,8320203,1130.13,21.4,6.43,1.76
CNX Media,02/06/2015,2088.7,2112,2083.1,2100.1,7.15,0.34,6028129,142.66,57.24,5.01,0.8
CNX Metal,02/06/2015,2384.7,2386,2325.8,2330.15,-52.65,-2.21,22502763,426.4,12.91,1.16,4.23
CNX MNC,02/06/2015,9997.5,9999,9771.4,9792.25,-201.35,-2.01,5716150,502.56,46.07,7.26,0.95
CNX Pharma,02/06/2015,12149.25,12155.5,11885.75,11902.85,-176.95,-1.46,13881289,1485.38,51.74,9.03,0.5
CNX PSU Bank,02/06/2015,3544.65,3547.55,3385.5,3391.4,-146.25,-4.13,66849728,1274.73,11.64,1.09,1.68
CNX Realty,02/06/2015,204.05,204.35,194.55,195.45,-8.1,-3.98,67383972,331.67,28.92,0.95,1.04
CNX Consumption,02/06/2015,3496.9,3496.9,3415.75,3420.4,-75.05,-2.15,39073684,1984.78,29.24,5.37,1.03
CNX Commodities,02/06/2015,2695.45,2695.45,2638.25,2642.35,-47.65,-1.77,54121413,1726.97,15.59,1.63,2.63
CNX Dividend Opportunities,02/06/2015,2062.95,2062.95,2007,2009.9,-50.9,-2.47,102753297,2394.55,14.93,2.25,3.05
CNX Infrastructure,02/06/2015,3256.6,3256.6,3196.9,3203.4,-41.55,-1.28,97050623,1590.84,20.03,2.25,1.11
CNX PSE,02/06/2015,3567.4,3567.4,3503.65,3509.3,-50,-1.4,34325119,912.9,13.62,2,3.44
