Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,17-06-2015,8084.2,8136.85,8048.95,8091.55,44.25,0.55,157205716,7878.66,22.43,3.44,1.47
CNX Nifty Junior,17-06-2015,19136.8,19421.1,19104.05,19331.15,304.1,1.6,60721295,2806.88,21.37,2.87,1.14
CNX 100,17-06-2015,8153.2,8215.75,8122.4,8172.2,57.7,0.71,217927011,10685.54,22.26,3.34,1.42
CNX 200,17-06-2015,4209.7,4243.7,4195.3,4222.4,32.65,0.78,458705589,13003.71,22.98,3.19,1.44
CNX 500,17-06-2015,6657.55,6711.95,6639.15,6680.8,53.8,0.81,580640167,14349.33,23.88,3.04,1.42
NIFTY Midcap 50,17-06-2015,3132.8,3167.75,3116.95,3148.7,29.45,0.94,164024032,1386.9,15.23,1.42,2.36
CNX Midcap,17-06-2015,12547.3,12718.15,12522.5,12670.2,193.35,1.55,203572830,3531.16,22.45,2.37,1.57
CNX Smallcap,17-06-2015,5173.15,5223.6,5163.1,5201.4,54.05,1.05,117671277,975.88,61.88,1.23,1.45
CNX Nifty Dividend,17-06-2015,-,-,-,41.11,0,-,-,-,-,-,-
CNX Auto,17-06-2015,8130.15,8204.7,8066.65,8160.95,70.1,0.87,25337996,1548.18,53.93,6.5,0.88
CNX Bank,17-06-2015,17681.2,17692.55,17533.45,17584.05,-18.4,-0.1,50116633,1830.49,18.46,2.63,1.05
CNX Energy,17-06-2015,8457.8,8597.1,8385.65,8537.15,84.95,1.01,29127124,1052.15,13.84,1.53,2.06
CNX Finance,17-06-2015,7193.65,7208.75,7143.7,7159.8,1.9,0.03,49448210,2127.87,19.83,3.16,1.09
CNX FMCG,17-06-2015,18978.65,19342.55,18971.1,19249.1,294.25,1.55,17152539,887.48,37.71,12.72,1.45
CNX IT,17-06-2015,11181.9,11221.15,11114.35,11143.5,24.3,0.22,9431119,968.49,20.95,6.3,1.77
CNX Media,17-06-2015,2150,2184.3,2131.85,2178.25,39.55,1.85,12137486,188.05,60.76,5.2,0.77
CNX Metal,17-06-2015,2254.6,2275.95,2235.95,2256.7,17.9,0.8,42247880,867.95,12.5,1.12,4.36
CNX MNC,17-06-2015,9555.35,9707.05,9547.05,9661.7,143.75,1.51,13046554,897.89,45.46,7.14,1.02
CNX Pharma,17-06-2015,11548.4,11731.3,11532,11678.95,205.25,1.79,12801273,1306.28,51.91,8.88,0.51
CNX PSU Bank,17-06-2015,3186.8,3193.85,3153.65,3168.65,0.55,0.02,30889294,546.42,11.12,0.99,1.65
CNX Realty,17-06-2015,175.95,177.35,175.15,175.75,0.85,0.49,99770370,314.9,26.48,0.85,1.16
CNX Consumption,17-06-2015,3373.35,3413.35,3371.7,3402,40.65,1.21,45569026,2197.62,29.08,5.33,1.07
CNX Commodities,17-06-2015,2562.7,2585.8,2545.35,2573,18.85,0.74,72125228,2233.91,15.1,1.58,2.69
CNX Dividend Opportunities,17-06-2015,1955,1964.55,1951.05,1956.5,8.75,0.45,79038088,2003.77,14.66,2.17,3.14
CNX Infrastructure,17-06-2015,3175.45,3206.3,3157.3,3190.1,25,0.79,79577249,1403.71,21.05,2.25,1.12
CNX PSE,17-06-2015,3466.95,3470.1,3448.2,3450.6,-10,-0.29,35542609,940.74,13.25,1.97,3.5
CNX Service Sector,17-06-2015,10435.95,10454.65,10365.15,10385.05,3.45,0.03,97955236,3930.27,19.15,3.23,1.42
CNX Nifty Shariah,17-06-2015,-,-,-,1821.46,26.84,1.5,36684398,2729.93,20.37,2.96,1.37
CNX 500 Shariah,17-06-2015,-,-,-,2123.92,34.02,1.63,100872184,5160.3,24.04,3.69,1.14
CNX Low Volatility,17-06-2015,-,-,-,7158.8,86.98,1.23,70892091,5281.44,26.13,4.49,1.39
CNX Alpha Index,17-06-2015,-,-,-,8752.54,175.6,2.05,60720386,1934.78,47.46,5.36,1.8
CNX High Beta,17-06-2015,-,-,-,1535.84,11.71,0.77,265625859,3810.74,14.33,0.77,1.69
CNX DEFTY,17-06-2015,-,-,-,4373.07,26.43,0.61,-,-,-,-,-
CNX 100 Equal Weight,17-06-2015,-,-,-,10168.92,93.75,0.93,217927011,10685.54,18.96,2.24,1.51
LIX 15,17-06-2015,3509.2,3510.25,3470.45,3486.6,-2.2,-0.06,67233247,2206.44,20.08,1.95,1.24
CPSE,17-06-2015,2400.45,2408.05,2394.7,2397.4,4.85,0.2,14741964,562.58,13.56,2.4,3.94
NV 20,17-06-2015,-,-,-,3676.18,17.66,0.48,80397472,3747.48,16.37,2.56,2.14
LIX15 Midcap,17-06-2015,-,-,-,2827.09,35.59,1.28,95975596,828.84,10.13,1.29,1.92
CNX Shariah25,17-06-2015,-,-,-,3154.59,45.04,1.45,33162748,2889.91,27.11,4.69,1.19
India VIX,17-06-2015,17.1675,17.1875,14.2975,16.73,-0.44,-2.56,-,-,-,-,-
NI15,17-06-2015,4899.5,4942.95,4898.35,4914.85,39,0.8,25500130,2533.95,25.59,8.12,1.66
NIFTY TR 1X Inverse,17-06-2015,439.9,441.8,437.05,439.5,-2.35,-0.53,-,-,-,-,-
NIFTY TR 2X Leverage,17-06-2015,3868.6,3917.95,3835.75,3875.6,41.4,1.08,-,-,-,-,-
NIFTY PR 1X Inverse,17-06-2015,473.5,475.5,470.4,473.05,-2.5,-0.53,-,-,-,-,-
NIFTY PR 2x Leverage,17-06-2015,3341.6,3384.25,3313.25,3347.65,35.75,1.08,-,-,-,-,-
NSE Quality 30,17-06-2015,-,-,-,2042.68,14.59,0.72,51976965,3478.64,31.46,7.54,1.67
GSEC10 NSE Index,17-06-2015,-,-,-,1381.99,4.36,0.32,-,-,-,-,-
GSECBM NSE Index,17-06-2015,-,-,-,1329.36,3.59,0.27,-,-,-,-,-
NSE GSECBM Clean Price Index,17-06-2015,-,-,-,926.73,2.31,0.25,-,-,-,-,-
