Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,22-03-2013,5659.8,5691.45,5631.8,5651.35,-7.4,-.13,165293291,5909.38,17.47,2.99,1.46
CNX Nifty Junior,22-03-2013,11092.15,11152.35,11025.8,11091.15,-3.65,-.03,92650921,1757.28,16.64,2.08,1.43
CNX 100,22-03-2013,5550.2,5580.85,5522.35,5543.1,-6.45,-.12,257944212,7666.66,17.34,2.81,1.46
CNX 200,22-03-2013,2835.85,2850.4,2820,2831.45,-4.1,-.14,520881457,9188.36,17.1,2.59,1.48
CNX 500,22-03-2013,4413.95,4431.75,4386.3,4404.5,-9,-.2,607737983,9853.27,16.96,2.43,1.5
NIFTY Midcap 50,22-03-2013,1915.7,1927.4,1890.3,1912.1,-4.55,-.24,215213398,1596.33,11.6,1.15,1.76
CNX Midcap,22-03-2013,7336.2,7354,7265.35,7317.25,-19.25,-.26,265907820,1805.48,16.47,1.63,1.71
CNX Smallcap,22-03-2013,3102.9,3110.7,3062.25,3089.55,-18.1,-.58,64128010,477.78,31.51,1.17,1.5
CNX Nifty Dividend,22-03-2013,-,-,-,87.84,0,-,-,-,-,-,-
CNX Auto,22-03-2013,4304.55,4338,4255.55,4284.95,1.85,.04,23382542,738.53,20.97,3.92,1.69
CNX Bank,22-03-2013,11275.45,11331.2,11173.35,11204.05,-34.3,-.31,24270944,1857.84,13.39,2.29,1.31
CNX Energy,22-03-2013,7602.35,7690.75,7575.25,7617.15,-12.75,-.17,32174727,729.18,11.64,1.72,1.69
CNX Finance,22-03-2013,4652.85,4683.2,4624.95,4638.2,-6.65,-.14,42221126,2252.77,15.52,2.73,1.32
CNX FMCG,22-03-2013,15188.7,15202.5,15097.4,15128.05,-17.3,-.11,12107980,628.02,33.71,11.79,1.32
CNX IT,22-03-2013,7140.45,7149.7,7085.15,7119.8,-48.25,-.67,10941306,735.82,19.08,5.71,1.58
CNX Media,22-03-2013,1572.25,1607.2,1565,1598.9,26.3,1.67,15384828,212.49,37.87,4.84,.97
CNX Metal,22-03-2013,2210.35,2236.05,2198.6,2218.4,3.7,.17,26259016,451.72,9.81,.95,2.37
CNX MNC,22-03-2013,5092.2,5105.4,5056.5,5078.7,-4.75,-.09,10382297,424.24,26.59,4.3,1.39
CNX Pharma,22-03-2013,5987.6,5996.65,5942.9,5949.75,-30.55,-.51,4282160,295.47,32.39,5.17,.79
CNX PSU Bank,22-03-2013,3053.3,3100.9,3031.7,3058.15,7.25,.24,14027523,716.8,6.74,1.14,2.53
CNX Realty,22-03-2013,226.8,227.6,221.65,224.05,-3.5,-1.54,80491561,496.99,24.51,.89,.58
CNX Consumption,22-03-2013,2186.5,2199,2176.7,2183.4,1.3,.06,63278400,1750.55,24.31,3.85,1.22
CNX Commodities,22-03-2013,2167.5,2192.3,2163.25,2175.05,3.25,.15,92283830,1538.16,13.84,1.44,1.97
CNX Dividend Opportunities,22-03-2013,1554.05,1577,1554.05,1566.85,13.1,.84,60937725,1375.51,11.62,2.1,2.69
CNX Infrastructure,22-03-2013,2201.6,2217.85,2183.5,2201.1,-1.05,-.05,150037941,1329.52,14.79,1.74,1.41
CNX PSE,22-03-2013,2682.45,2700.6,2661.55,2677.8,-10.65,-.4,59947401,722.95,9.69,1.75,2.98
CNX Service Sector,22-03-2013,6914.8,6953.8,6882.5,6901.9,-14,-.2,96411961,3684.84,15.93,2.79,1.43
CNX Nifty Shariah,22-03-2013,-,-,-,1251.49,-1.6,-.13,31518919,1937.13,17.89,3.53,1.54
CNX 500 Shariah,22-03-2013,-,-,-,1319.28,-2.73,-.21,64169359,2608.92,18.34,3.62,1.52
S&P ESG India,22-03-2013,-,-,-,3504.47,9.71,.28,-,-,-,-,-
CNX Low Volatility,22-03-2013,-,-,-,4329.96,-6.8,-.16,71707980,2823.77,18.93,3.3,1.53
CNX Alpha Index,22-03-2013,-,-,-,4403.62,-48.33,-1.09,52491538,1915.25,21.24,2.9,.64
CNX High Beta,22-03-2013,-,-,-,1252.06,1.61,.13,355071890,3443.19,20.54,.77,1.48
