Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,15-03-2013,5914.9,5945.65,5861,5872.6,-36.35,-.62,152156666,6984.19,18.15,3.11,1.41
CNX Nifty Junior,15-03-2013,11698.2,11808.3,11632.6,11641.65,-54.9,-.47,87725074,2101.11,17.47,2.18,1.36
CNX 100,15-03-2013,5808.2,5841.7,5761.55,5768.7,-34.45,-.59,239881740,9085.3,18.05,2.92,1.4
CNX 200,15-03-2013,2973.65,2991,2949.85,2953.25,-18,-.61,483031528,10920.61,17.82,2.7,1.42
CNX 500,15-03-2013,4629.15,4655.85,4594.55,4598.2,-27.55,-.6,615887464,11785.33,17.68,2.54,1.44
NIFTY Midcap 50,15-03-2013,2103.75,2123.4,2075.75,2078.7,-24.45,-1.16,181884154,1539.68,12.61,1.26,1.62
CNX Midcap,15-03-2013,7790.75,7847.65,7716.55,7725.7,-63.4,-.81,242261225,2083.83,17.19,1.71,1.68
CNX Smallcap,15-03-2013,3325.25,3350.45,3295.85,3302.6,-18.75,-.56,71109865,506.09,33.68,1.25,1.4
CNX Nifty Dividend,15-03-2013,-,-,-,83.17,0,-,-,-,-,-,-
CNX Auto,15-03-2013,4540.7,4554.05,4490.05,4498.6,-36.15,-.8,23841948,759.22,22.01,4.11,1.61
CNX Bank,15-03-2013,11972.75,12034.95,11749.85,11816.55,-204.2,-1.7,24765510,2317.28,14.12,2.42,1.24
CNX Energy,15-03-2013,8160.35,8210.65,8025.1,8038.4,-85.8,-1.06,27615809,724.83,12.29,1.81,1.6
CNX Finance,15-03-2013,4908.05,4949.05,4848.3,4867.1,-53,-1.08,42979324,2815.17,16.28,2.87,1.26
CNX FMCG,15-03-2013,15131.45,15196.35,15101.8,15127.3,10.2,.07,21404702,1149.47,33.71,11.79,1.32
CNX IT,15-03-2013,7221.85,7277.2,7212.3,7224.35,11.95,.17,13009097,891.48,19.36,5.8,1.56
CNX Media,15-03-2013,1683.4,1703.85,1683.4,1694.8,13.95,.83,13825154,179.48,40.14,5.13,.91
CNX Metal,15-03-2013,2408.55,2427.6,2371.4,2378.4,-18.55,-.77,37984846,497.58,10.52,1.02,2.21
CNX MNC,15-03-2013,5243.85,5290.2,5217.55,5231.15,-.75,-.01,14627703,660.73,27.39,4.43,1.35
CNX Pharma,15-03-2013,6009.75,6042.4,5994.85,6003.85,14.2,.24,5280865,327.92,32.68,5.21,.78
CNX PSU Bank,15-03-2013,3332.5,3356.7,3304.5,3320.8,-3.3,-.1,13284738,779.14,7.32,1.24,2.33
CNX Realty,15-03-2013,270.25,272,261.45,261.8,-8.25,-3.05,80812978,590.15,28.64,1.04,.49
CNX Consumption,15-03-2013,2255.6,2273.5,2252.5,2258.55,4.4,.2,74535400,2520.49,25.15,3.98,1.18
CNX Commodities,15-03-2013,2347.8,2362.1,2321.4,2324,-15.5,-.66,84245001,1476.32,14.79,1.54,1.84
CNX Dividend Opportunities,15-03-2013,1641.8,1653.7,1633.4,1634.85,-3.85,-.23,70187983,1743.51,12.17,2.21,2.58
CNX Infrastructure,15-03-2013,2401.25,2414.1,2371.8,2379.15,-20.05,-.84,102707928,1260.18,15.99,1.88,1.3
CNX PSE,15-03-2013,2900.55,2922.55,2872.4,2876.35,-15.45,-.53,59015458,843.89,10.41,1.88,2.77
CNX Service Sector,15-03-2013,7234.25,7286.15,7177.45,7189.15,-53.65,-.74,92148513,4276.13,16.6,2.9,1.37
CNX Nifty Shariah,15-03-2013,-,-,-,1288.46,-2.68,-.21,34361104,2365.32,18.42,3.64,1.5
CNX 500 Shariah,15-03-2013,-,-,-,1357.11,-3.1,-.23,97471308,3495.52,18.87,3.73,1.48
S&P ESG India,15-03-2013,-,-,-,3702.64,-13.02,-.35,-,-,-,-,-
CNX Low Volatility,15-03-2013,-,-,-,4447.66,-.35,-.01,64495745,3246.66,19.44,3.39,1.49
CNX Alpha Index,15-03-2013,-,-,-,4609.69,-.44,-.01,64914163,2613.5,22.53,3.53,.67
CNX High Beta,15-03-2013,-,-,-,1416.62,-17.14,-1.2,303534131,3805.6,23.23,.87,1.31
