Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
CNX Nifty,07-03-2013,5801.3,5878,5801.3,5863.3,44.7,.77,134679762,5676.89,18.19,3.12,1.4
CNX Nifty Junior,07-03-2013,11686.45,11747.1,11673.85,11731.45,43.05,.37,70110201,1544.04,17.6,2.2,1.35
CNX 100,07-03-2013,5712.5,5779.3,5712.5,5767.6,40.55,.71,204789963,7220.94,18.09,2.93,1.39
CNX 200,07-03-2013,2926.5,2959.15,2926.5,2953.65,20.4,.7,412379034,8772.81,17.86,2.71,1.42
CNX 500,07-03-2013,4560.8,4608.35,4560.8,4601.55,31.1,.68,513784231,9445.67,17.73,2.54,1.43
NIFTY Midcap 50,07-03-2013,2071.05,2090,2063.85,2086.8,15,.72,170468881,1460.86,12.64,1.26,1.61
CNX Midcap,07-03-2013,7716.75,7774.75,7715.4,7766,49.4,.64,209705259,1856,17.27,1.72,1.67
CNX Smallcap,07-03-2013,3318.9,3341,3312.05,3338.55,20.45,.62,58055170,445.05,34.04,1.26,1.39
CNX Nifty Dividend,07-03-2013,-,-,-,83.17,0,-,-,-,-,-,-
CNX Auto,07-03-2013,4526.1,4589.95,4513.65,4578,31.4,.69,28276791,807.06,22.4,4.19,1.58
CNX Bank,07-03-2013,11829.2,11989.85,11819.6,11970.25,94.05,.79,13249458,1088.9,14.29,2.45,1.23
CNX Energy,07-03-2013,7959.95,8036.65,7927.95,8006.45,11.05,.14,18339341,514.37,12.28,1.81,1.56
CNX Finance,07-03-2013,4815.8,4887.65,4810.3,4876.35,41.35,.86,27876583,1422.6,16.3,2.87,1.26
CNX FMCG,07-03-2013,14481.45,14707.6,14447.7,14645.15,128.95,.89,19774464,817.33,32.63,11.41,1.37
CNX IT,07-03-2013,7319.9,7420.45,7319.9,7410.25,104.35,1.43,21534871,1346.95,19.85,5.94,1.52
CNX Media,07-03-2013,1678.4,1700.7,1677.4,1695.5,18.9,1.13,8877453,116.05,40.16,5.13,.91
CNX Metal,07-03-2013,2408.2,2408.2,2365.7,2389.7,-23.8,-.99,20777217,447.45,10.56,1.02,2.2
CNX MNC,07-03-2013,5150.95,5166.75,5120.9,5147.35,-18.1,-.35,11800705,432.81,26.94,4.36,1.37
CNX Pharma,07-03-2013,5877.8,5927.15,5877.8,5919.3,28.3,.48,4828206,279.51,32.22,5.14,.79
CNX PSU Bank,07-03-2013,3252.45,3272.95,3229.65,3258.75,1.55,.05,11004467,521.63,7.19,1.22,2.37
CNX Realty,07-03-2013,260.15,265.8,258.1,265.05,4.85,1.86,73253132,704.52,28.99,1.05,.49
CNX Consumption,07-03-2013,2216.9,2241,2216.75,2236.95,15.1,.68,53083683,1800.04,24.87,3.93,1.19
CNX Commodities,07-03-2013,2327.4,2331.4,2305.2,2324.7,-8.1,-.35,70181468,1272.43,14.91,1.53,1.82
CNX Dividend Opportunities,07-03-2013,1634.3,1648,1629.8,1644.85,8.2,.5,70314906,1588.02,12.23,2.23,2.56
CNX Infrastructure,07-03-2013,2346.5,2375.5,2345.85,2371.6,22.45,.96,101160428,1085.3,16.23,1.88,1.24
CNX PSE,07-03-2013,2882.7,2902.25,2877.7,2897.15,4.55,.16,49916972,634.75,10.45,1.91,2.75
CNX Service Sector,07-03-2013,7175.7,7264.9,7175.7,7253.55,62.95,.88,61641489,2999.43,16.84,2.95,1.34
CNX Nifty Shariah,07-03-2013,-,-,-,1292.67,9.05,.71,34620814,2358.5,18.48,3.65,1.49
CNX 500 Shariah,07-03-2013,-,-,-,1363.32,8.33,.61,76751641,3089.96,18.95,3.74,1.47
S&P ESG India,07-03-2013,-,-,-,3714.94,25.09,.68,-,-,-,-,-
CNX Low Volatility,07-03-2013,-,-,-,4435.78,11.24,.25,66943777,2782.59,19.39,3.38,1.5
CNX Alpha Index,07-03-2013,-,-,-,4605.22,43.19,.95,53889365,2005.2,22.51,3.52,.67
CNX High Beta,07-03-2013,-,-,-,1421.56,3,.21,242117810,2994.11,23.23,.87,1.3
